Block,Irrigation,Cultivar,Inoculum,Plant,30-Oct-20,19-Nov-20,30-Nov-20,14-Dec-20,11-Jan-21,25-Jan-21,8-Feb-21,22-Feb-21,8-Mar-21,22-Mar-21,5-Apr-21,17-Apr-21,M-4/17/2021,3-May-21,17-May-21,31-May-21,M-5/31/2021,14-Jun-21,28-Jun-21
1,High,Monterey,Control,30,,,,,dead,dead,dead,dead,dead,dead,dead,dead,dead,dead,dead,dead,dead,dead,dead
2,High,Monterey,Control,1,,,,,,,,,,,,5,4,5,5,5,4,5,5
2,High,Monterey,Control,2,,,,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled
2,High,Monterey,Control,3,,,,,,,,,,,,2,3,3,3,2,1,2,2
2,High,Monterey,Control,4,,,,,,,,,,,,2,3,3,3,3,1,5,5
2,High,Monterey,Control,5,,,,,,,,,,,,3,3,4,3,2,1,2,2
2,High,Monterey,Control,6,,,,,,,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled
2,High,Monterey,Control,7,,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled
2,High,Monterey,Control,8,,,,,,,,,,,,5,4,5,4,2,1,1,5
2,High,Monterey,Control,9,,,,,,,,,,,,4,3,4,3,2,1,2,2
2,High,Monterey,Control,10,,,,,,,,,,,,5,3,5,5,5,4,5,5
2,High,Monterey,Control,11,,,,,,,,,,,,4,3,4,4,2,1,4,sampled
2,High,Monterey,Control,12,,,dead,dead,dead,dead,dead,dead,dead,dead,dead,dead,dead,dead,dead,dead,dead,dead,dead
2,High,Monterey,Control,13,,,,,,,,,,,,3,3,2,2,2,1,2,2
2,High,Monterey,Control,14,,gone,gone,gone,gone,gone,gone,gone,gone,gone,gone,gone,gone,gone,gone,gone,gone,gone,gone
2,High,Monterey,Control,15,,,,,,,,,,,,4,3,4,2,2,1,5,5
2,High,Monterey,Control,16,,,,,,,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled
2,High,Monterey,Control,17,,,dead,dead,dead,dead,dead,dead,dead,dead,dead,dead,dead,dead,dead,dead,dead,dead,dead
2,High,Monterey,Control,18,,,,,,,,,,,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled
2,High,Monterey,Control,19,,,,,,,,,,,,5,4,5,4,2,sampled,sampled,sampled
2,High,Monterey,Control,20,,,,,,,,,,,,1,2,2,2,2,1,0,2
2,High,Monterey,Control,21,,,,,,,,,,,,5,4,5,5,5,4,5,5
2,High,Monterey,Control,22,,,,,,,,,,,dead,5,4,5,5,5,4,5,5
2,High,Monterey,Control,23,,,dead,dead,dead,dead,dead,dead,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled
2,High,Monterey,Control,24,,gone,gone,gone,gone,gone,gone,gone,gone,gone,gone,gone,gone,gone,gone,gone,gone,gone,gone
2,High,Monterey,Control,25,,,,,,,,,,,,4,3,3,5,5,4,5,5
2,High,Monterey,Control,26,,,,,,,,,,,,4,4,4,4,1,1,2,0
2,High,Monterey,Control,27,,,,,,,,,,dead,dead,5,4,5,5,5,4,5,5
2,High,Monterey,Control,28,,gone,gone,gone,gone,gone,gone,gone,gone,gone,gone,gone,gone,gone,gone,gone,gone,gone,gone
2,High,Monterey,Control,29,,,,,,,,,,,,4,3,3,2,1,1,5,5
2,High,Monterey,Control,30,,,,,,,,,,,,4,3,3,2,1,1,5,5
3,High,Monterey,Control,1,,,,,,,,,,,,1,2,2,4,4,1,2,3
3,High,Monterey,Control,2,,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled
3,High,Monterey,Control,3,,,,,,,,,,,,2,3,2,4,3,1,2,2
3,High,Monterey,Control,4,,,,,,,,,,,,2,3,2,2,1,1,2,2
3,High,Monterey,Control,5,,,,,,,,,,,,2,3,2,3,2,1,2,1
3,High,Monterey,Control,6,,,,,,,,,,,,2,3,2,2,2,1,2,2
3,High,Monterey,Control,7,,,,,,,,,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled
3,High,Monterey,Control,8,,,,,,,,,,,,1,3,2,2,2,1,2,5
3,High,Monterey,Control,9,,,,,,,,,,,,5,4,5,5,5,4,5,5
3,High,Monterey,Control,10,,,,,,,,,,,,2,3,4,3,3,1,2,5
3,High,Monterey,Control,11,,,,,,,,,,,,1,3,5,4,3,1,1,5
3,High,Monterey,Control,12,,,,,,,,,,,,2,3,5,5,5,4,5,5
3,High,Monterey,Control,13,,,,,,,,,,,,2,3,2,2,2,1,2,2
3,High,Monterey,Control,14,,,,,,,,,,,dead,5,4,x,x,x,x,x,x
3,High,Monterey,Control,15,,,,,,,,,,,,2,3,3,3,2,1,2,2
3,High,Monterey,Control,16,,,,,,,,,,,,1,2,1,2,2,1,2,2
3,High,Monterey,Control,17,,,,,,,,,,,,2,3,3,3,2,1,2,3
3,High,Monterey,Control,18,,,,,,,,,,,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled
3,High,Monterey,Control,19,,,,,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled
3,High,Monterey,Control,20,,,,,,,,,,,,1,2,2,2,1,1,1,1
3,High,Monterey,Control,21,,,,,,,,,,,,5,3,5,5,5,4,5,5
3,High,Monterey,Control,22,,,,,,,,,,,,2,2,2,2,2,1,2,2
3,High,Monterey,Control,23,,,,,,,,,,,,1,2,2,2,2,1,2,2
3,High,Monterey,Control,24,,,,,,,,,,,,1,2,2,2,2,1,2,0
3,High,Monterey,Control,25,,,,,,,,,,,,1,3,3,2,2,1,2,0
3,High,Monterey,Control,26,,,,,,,,,,,,1,2,2,2,2,1,2,0
3,High,Monterey,Control,27,,,,,,,,,,,,1,2,2,2,2,1,1,0
3,High,Monterey,Control,28,,,,,,,,,,,,1,2,2,2,2,1,2,0
3,High,Monterey,Control,29,,,,,,,,,,,,3,4,3,3,3,1,3,2
3,High,Monterey,Control,30,,,,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled
4,High,Monterey,Control,1,,,,,,,,,,,,0,1,sampled,sampled,sampled,sampled,sampled,sampled
4,High,Monterey,Control,2,,,,,,,,,,,,0,1,1,1,5,1,5,5
4,High,Monterey,Control,3,,,,,,,,,,,,0,1,1,5,5,1,5,5
4,High,Monterey,Control,4,,,,,,,,,,,,0,1,1,0,1,1,1,0
4,High,Monterey,Control,5,,,,,,,,,,,,0,1,5,5,5,1,5,5
4,High,Monterey,Control,6,,,,,,,,,,,,0,1,5,5,5,1,5,5
4,High,Monterey,Control,7,,,,,,,,,,,,0,1,3,5,5,1,5,5
4,High,Monterey,Control,8,,,,,,,,,,,,0,1,1,0,5,1,5,5
4,High,Monterey,Control,9,,,,,,,,,,,,0,1,1,1,1,1,2,3
4,High,Monterey,Control,10,,,,,,,,,,,,0,1,1,1,1,1,2,0
4,High,Monterey,Control,11,,,,,,,,,,,,0,1,1,1,1,1,1,5
4,High,Monterey,Control,12,,,,,,,,,,,,0,1,1,1,1,1,1,0
4,High,Monterey,Control,13,,,,,,,,,,,,4,x,5,5,5,1,5,5
4,High,Monterey,Control,14,,,,,,,,,,,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled
4,High,Monterey,Control,15,,,,,,,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled
4,High,Monterey,Control,16,,,,,,,,,,,,0,1,0,0,0,1,0,0
4,High,Monterey,Control,17,,,,,,,,,,,dead,5,4,5,5,5,4,5,5
4,High,Monterey,Control,18,,,,,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled
4,High,Monterey,Control,19,,,,,,,,,,,,0,1,1,1,2,1,2,5
4,High,Monterey,Control,20,,,,,,,,,,,,0,1,1,1,1,1,2,1
4,High,Monterey,Control,21,,,,,,,,,,,,3,1,5,5,5,1,5,5
4,High,Monterey,Control,22,,,,,,,,,,,,0,1,1,0,0,sampled,sampled,sampled
4,High,Monterey,Control,23,,,,,,,,,,,,0,1,1,1,0,1,5,5
4,High,Monterey,Control,24,,,,,,,,,,,,1,1,1,0,3,1,5,5
4,High,Monterey,Control,25,,,,,,,,,,,,1,1,4,4,4,1,4,5
4,High,Monterey,Control,26,,,,,,,,,,,,0,1,1,0,0,1,1,1
4,High,Monterey,Control,27,,,,,,,,,,,,1,1,sampled,sampled,sampled,sampled,sampled,sampled
4,High,Monterey,Control,28,,,,,,,,,,,,0,1,0,0,0,1,1,5
4,High,Monterey,Control,29,,,,,,,,,,,,0,1,0,0,0,1,1,2
4,High,Monterey,Control,30,,,,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled
1,High,Monterey,Inoculated,1,,,,,,,,,,,,1,2,5,5,5,4,5,5
1,High,Monterey,Inoculated,2,,,,,,,,,,,,1,2,2,5,5,4,5,5
1,High,Monterey,Inoculated,3,,,,,,,,,,,,1,2,sampled,sampled,sampled,sampled,sampled,sampled
1,High,Monterey,Inoculated,4,,,,,,,,,,,,0,1,0,1,2,1,2,2
1,High,Monterey,Inoculated,5,,,,,,,,,,,,1,2,1,1,2,1,2,2
1,High,Monterey,Inoculated,6,,,,,,,,,,,,2,3,1,1,2,1,5,5
1,High,Monterey,Inoculated,7,,,,,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled
1,High,Monterey,Inoculated,8,,,,,,,,,,,,1,1,1,1,2,1,2,2
1,High,Monterey,Inoculated,9,,,,,,,,,,,,1,1,1,1,2,1,5,5
1,High,Monterey,Inoculated,10,,,,,,,,,,,,2,1,4,5,5,4,5,5
1,High,Monterey,Inoculated,11,,,,,,,,,,,,1,1,1,3,5,4,5,5
1,High,Monterey,Inoculated,12,,,,,,,,,,,,1,2,2,3,2,1,3,2
1,High,Monterey,Inoculated,13,,,,,,,,,,,,1,2,2,3,3,1,2,5
1,High,Monterey,Inoculated,14,,,,,,,,,,,,2,2,5,5,5,4,5,5
1,High,Monterey,Inoculated,15,,,,,,,,,,,,1,1,1,1,2,1,1,2
1,High,Monterey,Inoculated,16,,,,,,,,,,,,1,1,1,1,0,1,1,1
1,High,Monterey,Inoculated,17,,,,,,,,,,,dead,5,4,5,5,5,4,5,5
1,High,Monterey,Inoculated,18,,,,,,,,,,,,1,1,0,1,1,sampled,sampled,sampled
1,High,Monterey,Inoculated,19,,,,,,,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled
1,High,Monterey,Inoculated,20,,,,,,,,,,,,1,1,1,5,5,4,5,5
1,High,Monterey,Inoculated,21,,,,,dead,dead,dead,dead,dead,dead,dead,dead,dead,dead,dead,dead,dead,dead,dead
1,High,Monterey,Inoculated,22,,,,,,,,dead,dead,dead,dead,dead,dead,dead,dead,dead,dead,dead,dead
1,High,Monterey,Inoculated,23,,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled
1,High,Monterey,Inoculated,24,,,,,,,,,,,,1,1,3,4,5,4,5,5
1,High,Monterey,Inoculated,25,,,,,,,,,,,,2,2,5,5,5,4,5,5
1,High,Monterey,Inoculated,26,,,,,,,,,,,,1,1,1,1,1,1,1,5
1,High,Monterey,Inoculated,27,,,,,,,,,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled
1,High,Monterey,Inoculated,28,,,,,,,,,,,,0,1,0,0,1,1,3,5
1,High,Monterey,Inoculated,29,,,,,,,,,,,dead,5,4,5,5,5,4,5,5
1,High,Monterey,Inoculated,30,,,,dead,dead,dead,dead,dead,dead,dead,dead,dead,dead,dead,dead,dead,dead,dead,dead
2,High,Monterey,Inoculated,1,,,,,,,,,,,,1,1,1,2,1,1,2,5
2,High,Monterey,Inoculated,2,,,,,,,,,,,,5,3,2,3,1,1,1,2
2,High,Monterey,Inoculated,3,,,,,,,,,,,,1,2,1,2,2,1,2,5
2,High,Monterey,Inoculated,4,,,,,,,,,,,,2,2,1,3,2,1,2,2
2,High,Monterey,Inoculated,5,,,,,,,,,,,,1,2,1,2,1,1,2,2
2,High,Monterey,Inoculated,6,,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled
2,High,Monterey,Inoculated,7,,,,,,,,,,,,1,2,5,5,5,4,5,5
2,High,Monterey,Inoculated,8,,,,,,,,,,,,1,2,2,2,1,1,1,5
2,High,Monterey,Inoculated,9,,,,,,,,,,,,1,1,1,2,2,1,3,2
2,High,Monterey,Inoculated,10,,,,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled
2,High,Monterey,Inoculated,11,,,,,,,,,,,,1,2,1,2,1,1,2,5
2,High,Monterey,Inoculated,12,,,,,,,,,,,,1,2,2,3,1,1,2,2
2,High,Monterey,Inoculated,13,,,,,,,,,,,,1,1,2,2,1,1,2,2
2,High,Monterey,Inoculated,14,,,,,,,,,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled
2,High,Monterey,Inoculated,15,,,,,,,,,,,,2,2,2,2,5,sampled,sampled,sampled
2,High,Monterey,Inoculated,16,,,,,,,,,,,,0,1,1,1,1,1,1,2
2,High,Monterey,Inoculated,17,,,,,,,,,,,,1,1,1,0,1,1,1,3
2,High,Monterey,Inoculated,18,,,,,,,,,,,,1,2,1,1,1,1,1,2
2,High,Monterey,Inoculated,19,,,,,,,,,,,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled
2,High,Monterey,Inoculated,20,,,,,,,,,,,,2,2,3,2,3,1,3,4
2,High,Monterey,Inoculated,21,,,,,,,,,,,,2,3,sampled,sampled,sampled,sampled,sampled,sampled
2,High,Monterey,Inoculated,22,,,,,,,,,,,,1,1,2,1,1,1,5,5
2,High,Monterey,Inoculated,23,,,,,,,,,,,,1,1,2,1,1,1,2,1
2,High,Monterey,Inoculated,24,,,,,,,,,,,,1,2,2,2,1,1,2,2
2,High,Monterey,Inoculated,25,,,,,,,,,,,,1,3,3,3,2,1,2,2
2,High,Monterey,Inoculated,26,,,,,,,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled
2,High,Monterey,Inoculated,27,,,,,,,,,,,,1,3,5,5,5,4,5,5
2,High,Monterey,Inoculated,28,,,,,,,,,,,,1,1,1,1,1,1,2,5
2,High,Monterey,Inoculated,29,,,,,,,,,,,,4,4,5,5,5,4,5,5
2,High,Monterey,Inoculated,30,,,,,,,,,,,,1,3,2,1,1,1,2,0
3,High,Monterey,Inoculated,1,,,,,,,,,,,,5,4,5,5,5,4,5,5
3,High,Monterey,Inoculated,2,,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled
3,High,Monterey,Inoculated,3,,,,,,,,,,,,2,3,2,2,2,1,0,0
3,High,Monterey,Inoculated,4,,,,,,,,,,,,1,2,2,2,2,1,2,3
3,High,Monterey,Inoculated,5,,,,,,,,,,,,1,3,3,3,3,1,2,2
3,High,Monterey,Inoculated,6,,,,,,,,,,,,2,3,sampled,sampled,sampled,sampled,sampled,sampled
3,High,Monterey,Inoculated,7,,,,,,,,,,,,3,3,3,4,4,3,5,2
3,High,Monterey,Inoculated,8,,,,,,,,,,,,0,1,1,1,3,1,5,5
3,High,Monterey,Inoculated,9,,,,,,,,,,,,2,2,3,3,3,1,3,5
3,High,Monterey,Inoculated,10,,,,,,,,,,,,2,2,4,5,5,4,5,5
3,High,Monterey,Inoculated,11,,,,,,,,,,,,4,4,4,4,2,1,2,0
3,High,Monterey,Inoculated,12,,,,,,,,,,,,2,3,2,2,2,1,2,2
3,High,Monterey,Inoculated,13,,,,,,,,,,,,5,4,5,5,5,4,5,5
3,High,Monterey,Inoculated,14,,,,,,,,,,,,1,2,2,1,2,1,2,5
3,High,Monterey,Inoculated,15,,,,,,,,,,,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled
3,High,Monterey,Inoculated,16,,,,,,,,,,,,0,2,2,2,2,1,2,0
3,High,Monterey,Inoculated,17,,,,,,,,,,,,5,x,sampled,sampled,sampled,sampled,sampled,sampled
3,High,Monterey,Inoculated,18,,,,,,,,,,,,1,2,1,2,1,1,1,2
3,High,Monterey,Inoculated,19,,,,,,,,,,,,1,3,2,3,2,1,2,2
3,High,Monterey,Inoculated,20,,,,,,,,,,,,1,3,2,3,1,1,3,5
3,High,Monterey,Inoculated,21,,,,,,,,,,,,1,3,3,4,2,1,2,3
3,High,Monterey,Inoculated,22,,,,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled
3,High,Monterey,Inoculated,23,,,,,,,,,,,,1,3,3,2,2,1,5,5
3,High,Monterey,Inoculated,24,,,,,,,,,,,,0,1,1,2,2,1,2,0
3,High,Monterey,Inoculated,25,,,,,,,,,,,,1,4,3,4,2,1,2,5
3,High,Monterey,Inoculated,26,,,,,,,,,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled
3,High,Monterey,Inoculated,27,,,,,,,,,,,,1,2,1,2,2,1,2,2
3,High,Monterey,Inoculated,28,,,,,,,,,,,,1,2,1,2,2,1,1,0
3,High,Monterey,Inoculated,29,,,,,,,,,,,,2,3,2,3,2,1,2,2
3,High,Monterey,Inoculated,30,,,,,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled
4,High,Monterey,Inoculated,1,,,,,,,,,,,,0,1,1,5,5,1,5,5
4,High,Monterey,Inoculated,2,,,,,,,,,,,,0,1,1,0,0,sampled,sampled,sampled
4,High,Monterey,Inoculated,3,,,,,,,,,,,,0,1,0,0,0,1,1,5
4,High,Monterey,Inoculated,4,,,,,,,,,,,,0,1,0,0,0,1,1,0
4,High,Monterey,Inoculated,5,,,,,,,,,,,,0,1,sampled,sampled,sampled,sampled,sampled,sampled
4,High,Monterey,Inoculated,6,,,,,,,,,,,,1,1,1,1,0,1,5,5
4,High,Monterey,Inoculated,7,,,,,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled
4,High,Monterey,Inoculated,8,,,,,,,,,,,,1,1,1,2,0,1,1,1
4,High,Monterey,Inoculated,9,,,,,,,,,,,,1,1,1,3,1,1,5,5
4,High,Monterey,Inoculated,10,,,,,,,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled
4,High,Monterey,Inoculated,11,,,,,,,,,,,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled
4,High,Monterey,Inoculated,12,,,,,,,,,,,,0,1,0,0,0,1,1,1
4,High,Monterey,Inoculated,13,,,,,,,,,,,,1,1,4,5,5,1,5,5
4,High,Monterey,Inoculated,14,,,,,,,,,,,,0,1,sampled,sampled,sampled,sampled,sampled,sampled
4,High,Monterey,Inoculated,15,,,dead,dead,dead,dead,dead,dead,dead,dead,dead,dead,dead,dead,dead,dead,dead,dead,dead
4,High,Monterey,Inoculated,16,,,,,,,,,,,,0,1,0,0,3,1,5,5
4,High,Monterey,Inoculated,17,,,,,,,,,,,,1,1,1,1,0,1,sampled,sampled
4,High,Monterey,Inoculated,18,,,,,,,,,,,,1,1,1,1,1,1,1,1
4,High,Monterey,Inoculated,19,,,,,dead,dead,dead,dead,dead,dead,dead,dead,dead,dead,dead,dead,dead,dead,dead
4,High,Monterey,Inoculated,20,,,,,,,,,,,,1,1,0,0,0,1,1,0
4,High,Monterey,Inoculated,21,,,,,,,,,,,,4,x,5,5,5,x,5,5
4,High,Monterey,Inoculated,22,,,,,,,,,,,,0,1,1,0,1,1,1,5
4,High,Monterey,Inoculated,23,,,,,,,,,,,,1,1,1,1,1,1,3,5
4,High,Monterey,Inoculated,24,,,,,,,,,,,,1,1,1,1,1,1,2,0
4,High,Monterey,Inoculated,25,,,,,,,,,,,,1,1,1,1,1,1,1,0
4,High,Monterey,Inoculated,26,,,dead,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled
4,High,Monterey,Inoculated,27,,,,,,,,,,,,0,1,0,0,1,1,1,3
4,High,Monterey,Inoculated,28,,,,,,,,,,,,1,1,0,1,1,1,2,5
4,High,Monterey,Inoculated,29,,,,,,,,,,,,0,1,1,1,2,1,2,5
4,High,Monterey,Inoculated,30,,,,,,,,,,,,0,1,1,1,1,1,1,1
1,Low,Fronteras,Control,1,,,,,,,,,,,,1,2,2,2,2,1,1,5
1,Low,Fronteras,Control,2,,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled
1,Low,Fronteras,Control,3,,,,,,,,,,,,2,2,2,2,2,1,2,2
1,Low,Fronteras,Control,4,,,,,,,,,,,,2,2,2,2,2,1,2,5
1,Low,Fronteras,Control,5,,,,,,,,dead,dead,dead,dead,dead,dead,dead,dead,dead,dead,dead,dead
1,Low,Fronteras,Control,6,,,,,,,,,,,,,,sampled,sampled,sampled,sampled,sampled,sampled
1,Low,Fronteras,Control,7,,,,,,,,,,,,3,2,2,2,3,1,2,5
1,Low,Fronteras,Control,8,,,,,,,,,,,,1,2,2,2,2,2,3,2
1,Low,Fronteras,Control,9,,,,,,,,,,,,1,1,1,2,3,1,5,5
1,Low,Fronteras,Control,10,,,,,,,,,,,,5,4,5,5,5,4,5,5
1,Low,Fronteras,Control,11,,,,,,,,,,,,1,1,2,2,2,1,2,2
1,Low,Fronteras,Control,12,,,,,,,,,,,,1,1,4,5,5,4,5,5
1,Low,Fronteras,Control,13,,,,,,,,,,,,1,1,2,1,2,1,2,5
1,Low,Fronteras,Control,14,,,,,,,,,,,,3,2,5,5,5,4,5,5
1,Low,Fronteras,Control,15,,,,,,,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled
1,Low,Fronteras,Control,16,,,,,,,,,,,,1,1,1,1,1,1,2,2
1,Low,Fronteras,Control,17,,,,,,,,,,,,1,1,2,2,2,1,2,2
1,Low,Fronteras,Control,18,,,,,,,,,,,,1,1,1,1,2,1,2,5
1,Low,Fronteras,Control,19,,,,,,,,,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled
1,Low,Fronteras,Control,20,,,,,,,,,,,,2,3,2,2,2,1,2,5
1,Low,Fronteras,Control,21,,,,,,,,,,,,1,1,2,1,1,1,1,5
1,Low,Fronteras,Control,22,,,,,,,,,,,,1,1,2,1,2,1,2,2
1,Low,Fronteras,Control,23,,,,,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled
1,Low,Fronteras,Control,24,,,,,,,,,,,,1,2,2,1,2,1,2,5
1,Low,Fronteras,Control,25,,,,,,,,,,,,1,2,2,2,2,1,2,3
1,Low,Fronteras,Control,26,,,,,,,,,,,,1,2,2,2,2,1,2,2
1,Low,Fronteras,Control,27,,,,,,,,,,,,1,1,1,1,2,1,2,2
1,Low,Fronteras,Control,28,,,,,,,,,,,,1,1,1,2,2,1,1,2
1,Low,Fronteras,Control,29,,,,,,,,,,,,1,2,2,2,2,1,2,2
1,Low,Fronteras,Control,30,,,,,,,,,,,,2,2,2,4,2,sampled,sampled,sampled
2,Low,Fronteras,Control,1,,,,,,,,,,,,1,2,2,2,5,4,5,5
2,Low,Fronteras,Control,2,,,,,,,,,,,,1,2,1,1,1,1,2,2
2,Low,Fronteras,Control,3,,,,,,,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled
2,Low,Fronteras,Control,4,,,,,,,,,,,,1,1,0,1,0,1,1,1
2,Low,Fronteras,Control,5,,,,,,,,,,,,1,2,2,3,2,1,2,5
2,Low,Fronteras,Control,6,,,,,,,,,,,,1,3,2,3,2,1,2,5
2,Low,Fronteras,Control,7,,,,,,,,,,,,1,1,1,2,2,1,2,2
2,Low,Fronteras,Control,8,,,,,,,,,,,,1,1,0,0,1,1,2,1
2,Low,Fronteras,Control,9,,,,,,,,,,,,1,1,2,2,1,1,2,4
2,Low,Fronteras,Control,10,,,,,,,,,,,,1,1,1,2,1,1,2,2
2,Low,Fronteras,Control,11,,,,,,,,,,,,1,2,1,2,1,1,2,5
2,Low,Fronteras,Control,12,,,,,,,,,,,,1,2,0,2,1,1,2,5
2,Low,Fronteras,Control,13,,,,,,,,,,,,2,2,2,2,2,1,2,1
2,Low,Fronteras,Control,14,,,,,,,,,,,,1,1,1,2,2,1,2,1
2,Low,Fronteras,Control,15,,,,,,,,,,,,1,2,1,1,1,sampled,sampled,sampled
2,Low,Fronteras,Control,16,,,,,,,,,,,,1,1,1,1,0,1,1,1
2,Low,Fronteras,Control,17,,,,,,,,,,,,1,2,2,2,2,1,2,1
2,Low,Fronteras,Control,18,,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled
2,Low,Fronteras,Control,19,,,,,,,,,,,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled
2,Low,Fronteras,Control,20,,,,,,,,,,,,1,1,0,1,0,1,4,5
2,Low,Fronteras,Control,21,,,,,,,,,,,,1,1,1,2,1,1,1,1
2,Low,Fronteras,Control,22,,,,,,,,,,,,1,1,1,2,1,1,sampled,sampled
2,Low,Fronteras,Control,23,,,,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled
2,Low,Fronteras,Control,24,,,,,,,,,,,,1,2,1,1,1,1,2,1
2,Low,Fronteras,Control,25,,,,,,,,,,,,1,1,1,2,1,1,5,5
2,Low,Fronteras,Control,26,,,,,,,,,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled
2,Low,Fronteras,Control,27,,,,,,,,,,,,1,1,1,1,1,1,4,sampled
2,Low,Fronteras,Control,28,,,,,gone,gone,gone,gone,gone,gone,gone,gone,gone,gone,gone,gone,gone,gone,gone
2,Low,Fronteras,Control,29,,,gone,gone,gone,gone,gone,gone,gone,gone,gone,gone,gone,gone,gone,gone,gone,gone,gone
2,Low,Fronteras,Control,30,,,gone,gone,gone,gone,gone,gone,gone,gone,gone,gone,gone,gone,gone,gone,gone,gone,gone
3,Low,Fronteras,Control,1,,,,,,,,,,,,1,2,1,2,1,1,1,3
3,Low,Fronteras,Control,2,,,,,,,,,,,,1,2,1,2,2,1,3,5
3,Low,Fronteras,Control,3,,,,,,,,,,,,1,2,1,2,2,1,2,3
3,Low,Fronteras,Control,4,,,,,,,,,,,,1,2,1,1,2,1,2,5
3,Low,Fronteras,Control,5,,,,,,,,,,,,1,2,3,3,5,4,5,5
3,Low,Fronteras,Control,6,,,,,,,,,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled
