Date,Block,Irrigation,Cultivar,Inoculum,Plant,Roots_Mp,Roots_none,Total_Roots,Percent_Roots_Mp,Crown_Mp,Crown_none,Total_Crown,Percent_Crown_Mp,Symptomatic,Mp,Random,Stored,New_Name,Notes
5-26-2020,1,High,Monterey,Inoculated,19,13,0,20,65,2,0,8,25,,Y,yes,,,"thrown out July 15, 2020 LP"
5-26-2020,3,High,Fronteras,Inoculated,11,0,0,20,0,6,0,8,75,,Y,yes,yes,VSP-0553-MAph-FRan,"roots thrown out July 14, 2020 LP"
5-26-2020,3,Optimal,Fronteras,Inoculated,14,0,0,20,0,8,0,8,100,,Y,yes,,,"thrown out July 15, 2020 LP"
5-26-2020,3,Low,Fronteras,Inoculated,14,3,0,20,15,0,0,8,0,,Y,yes,,,"thrown out July 15, 2020 LP"
5-26-2020,3,Optimal,Monterey,Inoculated,27,4,0,20,20,4,0,8,50,,Y,yes,,,"roots accidentally on PDA+++ instead of crown, thrown out July 15, 2020 LP"
5-26-2020,3,Low,Monterey,Inoculated,14,5,0,20,25,4,0,8,50,,Y,yes,yes,VSP-0550-MAph-FRan,"thrown out July 15, 2020 LP"
5-26-2020,3,High,Monterey,Inoculated,7,6,0,20,30,0,0,8,0,,Y,yes,,,"thrown out July 15, 2020 LP"
5-26-2020,4,Optimal,Monterey,Inoculated,6,0,0,20,0,3,0,8,37.5,,Y,yes,,,"thrown out July 15, 2020 LP"
5-26-2020,4,High,Fronteras,Inoculated,27,0,0,20,0,4,0,8,50,,Y,yes,,,"thrown out July 15, 2020 LP"
5-26-2020,4,Low,Monterey,Inoculated,26,8,0,20,6,6,0,8,75,,Y,yes,,,"thrown out July 15, 2020 LP"
5-26-2020,4,High,Monterey,Inoculated,21,2,0,20,10,8,0,8,100,,Y,no,yes,VSP-0551-MAph-FRan," roots thrown out July 15, 2020 LP"
5-26-2020,4,Low,Fronteras,Inoculated,21,4,0,20,20,7,0,8,87.5,,Y,no,,,"thrown out July 15, 2020 LP"
5-26-2020,4,Low,Fronteras,Inoculated,19,3,0,20,15,4,0,8,50,,Y,yes,,,"thrown out July 15, 2020 LP"
5-26-2020,4,High,Monterey,Inoculated,26,5,0,20,25,0,0,8,0,,Y,yes,,,"thrown out July 15, 2020 LP"
6-9-2020,2,Optimal,Monterey,Control,5,4,0,20,20,8,0,8,100,,Y,no,yes,VSP-0548-MAph-FRan,"non Mp roots thrown out July 15, 2020 LP"
6-9-2020,1,Optimal,Fronteras,Control,4,0,0,20,0,8,0,8,100,,Y,no,yes,VSP-0552-MAph-FRan,"roots thrown out July 15, 2020 LP"
6-9-2020,1,Optimal,Fronteras,Inoculated,12,0,0,20,0,6,0,8,75,,Y,no,,,"thrown out July 6, 2020 LP"
6-9-2020,1,Low,Fronteras,Inoculated,29,0,0,20,0,3,0,8,37.5,,Y,no,,,"thrown out July 6, 2020 LP"
6-9-2020,3,Low,Fronteras,Inoculated,4,0,0,20,0,5,0,8,62.5,,Y,no,,,"thrown out July 6, 2020 LP"
6-9-2020,4,Low,Fronteras,Inoculated,13,0,0,20,0,5,0,8,62.5,,Y,no,,,"thrown out July 6, 2020 LP"
6-9-2020,2,Optimal,Monterey,Inoculated,13,0,0,19,0,8,0,8,100,,Y,no,yes,VSP-0547-MAph-FRan,"roots thrown out July 15, 2020 LP"
6-9-2020,2,Low,Monterey,Control,9,2,0,20,10,6,0,8,75,,Y,no,yes,VSP-0549-MAph-FRan,"non Mp roots thrown out July 15, 2020 LP"
6-9-2020,2,High,Fronteras,Inoculated,1,0,0,20,0,6,0,8,75,,Y,no,,,"thrown out July 6, 2020 LP"
6-9-2020,2,Low,Monterey,Inoculated,8,1,0,20,5,8,0,8,100,,Y,no,,,"thrown out July 6, 2020 LP"
6-23-2020,1,High,Fronteras,Control,22,1,0,20,5,5,0,8,62.5,,Y,yes,yes,VSP-0541-MAph-FRan,"roots thrown out July 14, 2020 LP"
6-23-2020,1,High,Fronteras,Inoculated,27,0,0,20,0,4,0,8,50,,Y,yes,,,"thrown out July 14, 2020 LP"
6-23-2020,1,High,Monterey,Control,3,1,0,20,5,7,0,8,87.5,,Y,no,yes,VSP-0538-MAph-FRan,"roots and crown thrown out July 14, 2020 LP "
6-23-2020,1,High,Monterey,Control,11,0,0,20,0,0,0,8,0,,N,yes,,,
6-23-2020,1,High,Monterey,Inoculated,2,5,0,20,25,1,0,8,12.5,,Y,yes,,,"thrown out July 14, 2020 LP"
6-23-2020,1,Low,Fronteras,Control,27,0,0,20,0,0,0,8,0,,N,yes,,,
6-23-2020,1,Low,Fronteras,Inoculated,19,0,0,20,0,2,0,8,25,,Y,yes,,,"thrown out July 14, 2020 LP"
6-23-2020,1,Low,Monterey,Control,27,1,0,20,5,8,0,8,100,,Y,yes,yes,VSP-0535-MAph-FRan,"roots and crown thrown out July 14, 2020 LP "
6-23-2020,1,Low,Monterey,Inoculated,15,1,0,20,5,8,0,8,100,,Y,yes,,,"thrown out July 14, 2020 LP"
6-23-2020,1,Optimal,Fronteras,Control,12,0,0,20,0,4,0,8,50,,Y,no,yes,VSP-0539-MAph-FRan,"roots and crown thrown out July 14, 2020 LP "
6-23-2020,1,Optimal,Fronteras,Control,6,0,0,20,0,0,0,8,0,,N,yes,,,
6-23-2020,1,Optimal,Fronteras,Inoculated,6,0,0,20,0,4,0,8,50,,Y,yes,,,"thrown out July 14, 2020 LP"
6-23-2020,1,Optimal,Monterey,Control,14,0,0,20,0,0,0,8,0,,N,yes,,,
6-23-2020,1,Optimal,Monterey,Inoculated,22,0,0,20,0,6,0,8,75,,Y,yes,,,"thrown out July 14, 2020 LP"
6-23-2020,2,High,Fronteras,Control,14,0,0,20,0,3,0,8,37.5,,Y,no,yes,VSP-0545-MAph-FRan,"roots thrown out July 14, 2020 LP"
6-23-2020,2,High,Fronteras,Control,3,0,0,20,0,0,0,8,0,,N,yes,,,
6-23-2020,2,High,Fronteras,Inoculated,30,0,0,20,0,6,0,8,75,,Y,yes,,,"thrown out July 14, 2020 LP"
6-23-2020,2,High,Monterey,Control,10,0,0,20,0,0,0,8,0,,N,no,,,"roots thrown out July 14, 2020 LP"
6-23-2020,2,High,Monterey,Control,11,0,1,20,0,0,0,8,0,,N,yes,,,
6-23-2020,2,High,Monterey,Inoculated,22,0,0,19,0,8,0,8,100,,Y,yes,,,"thrown out July 14, 2020 LP"
6-23-2020,2,Low,Fronteras,Control,1,0,0,20,0,6,0,8,75,,Y,no,yes,VSP-0542-MAph-FRan,"roots thrown out July 14, 2020 LP"
6-23-2020,2,Low,Fronteras,Control,22,0,0,20,0,0,0,8,0,,N,yes,,,
6-23-2020,2,Low,Fronteras,Inoculated,14,0,0,20,0,5,0,8,62.5,,Y,yes,,,"thrown out July 14, 2020 LP"
6-23-2020,2,Low,Monterey,Control,29,0,0,20,0,8,0,8,100,,Y,no,yes,VSP-0544-MAph-FRan,"roots thrown out July 14, 2020 LP"
6-23-2020,2,Low,Monterey,Control,27,1,0,20,5,0,0,8,0,,Y,yes,yes,VSP-0543-MAph-FRan,"crown and non-Mp roots thrown out July 14, 2020 LP"
6-23-2020,2,Low,Monterey,Inoculated,26,0,0,20,0,5,0,8,62.5,,Y,yes,,,"thrown out July 14, 2020 LP"
6-23-2020,2,Optimal,Fronteras,Control,15,0,0,20,0,0,0,8,0,,N,yes,,,
6-23-2020,2,Optimal,Fronteras,Inoculated,19,0,0,20,0,5,0,8,62.5,,Y,yes,,,"thrown out July 14, 2020 LP"
6-23-2020,2,Optimal,Monterey,Control,3,0,0,20,0,0,0,8,0,,N,no,,,"Fusarium growing from crown, roots thrown out July14, 2020 LP"
6-23-2020,2,Optimal,Monterey,Control,15,1,0,20,5,4,0,8,50,,Y,yes,,,"roots and crown thrown out July 14, 2020 LP "
6-23-2020,2,Optimal,Monterey,Inoculated,10,1,0,15,6.666666667,4,0,8,50,,Y,yes,yes,VSP-0537-MAph-FRan,"roots and crown not saving thrown out July 14, 2020 LP"
6-23-2020,3,Low,Monterey,Control,10,1,0,20,5,8,0,8,100,,Y,no,yes,VSP-0536-MAph-FRan,"thrown out July 14, 2020 LP"
6-23-2020,4,High,Fronteras,Control,22,0,0,20,0,0,0,8,0,,N,yes,,,
6-23-2020,4,High,Fronteras,Inoculated,30,0,0,20,0,4,0,8,50,,Y,no,,,"thrown out July 14, 2020 LP"
6-23-2020,4,High,Fronteras,Inoculated,19,0,0,20,0,6,0,8,75,,Y,yes,,,"thrown out July 14, 2020 LP"
6-23-2020,4,High,Monterey,Control,15,0,0,20,0,0,0,8,0,,N,yes,,,
6-23-2020,4,High,Monterey,Inoculated,10,1,0,20,5,8,0,8,100,,Y,yes,yes,VSP-0546-MAph-FRan,
6-23-2020,4,Low,Fronteras,Inoculated,27,0,0,20,0,4,0,8,50,,Y,yes,yes,VSP-0540-MAph-FRan,"roots thrown out July 14, 2020 LP"
6-23-2020,4,Low,Monterey,Control,11,0,0,20,0,3,0,8,37.5,,Y,yes,,,"thrown out July 14, 2020 LP"
6-23-2020,4,Low,Fronteras,Control,18,0,0,20,0,0,0,8,0,,N,no,,,"crown plates contaminated with Rhizopus/Mucor, roots thrown out July 14, 2020 LP"
6-23-2020,4,Optimal,Fronteras,Control,30,0,0,20,0,0,0,8,0,,N,yes,,,
6-23-2020,4,Optimal,Fronteras,Inoculated,11,0,0,20,0,0,0,8,0,,N,yes,,,
6-23-2020,4,Optimal,Monterey,Control,15,0,0,20,0,0,0,8,0,,N,yes,,,
6-23-2020,4,Optimal,Monterey,Inoculated,3,0,0,20,0,0,0,8,0,,N,yes,,,"crown plates unknown growth and contamination with fluffy Mucor? roots thrown out July 14, 2020 LP"
6-23-2020,4,Low,Monterey,Inoculated,10,0,0,20,0,3,0,8,37.5,,Y,yes,,,"thrown out July 14, 2020 LP"
