Block,Irrigation,Cultivar,Inoculum,Plant,29-Oct-19,5-Nov-19,19-Nov-19,3-Dec-19,16-Dec-19,14-Jan-20,27-Jan-20,11-Feb-20,25-Feb-20,9-Mar-20,24-Mar-20,14-Apr-20,28-Apr-20,12-May-20,26-May-20,9-Jun-20,23-Jun-20
3,High,Monterey,Control,5,,,,,,,,,,,,,2,1,1,2,2
3,High,Monterey,Control,6,,,,,flower,,,,,,,,0,0,1,sampled,sampled
3,High,Monterey,Control,7,,,,,,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled
3,High,Monterey,Control,8,,,,,,,,,,,,,0,2,1,2,1
3,High,Monterey,Control,9,,,,,,,,,,,,,2,2,2,2,3
3,High,Monterey,Control,10,,,,,,,,,,,,,2,3,3,3,2
3,High,Monterey,Control,11,,,flower,flower,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled
3,High,Monterey,Control,12,,,,,,,,,,,small,,0,0,0,2,1
3,High,Monterey,Control,13,,,,flower,flower,,,,,,,,0,1,2,3,5
3,High,Monterey,Control,14,,,,,,,,,,,,,2,2,3,2,2
3,High,Monterey,Control,15,,,flower,flower,flower,,,,,,,,0,1,5,5,5
3,High,Monterey,Control,16,,,,,,,,,,,,,0,1,2,2,2
3,High,Monterey,Control,17,,,dead,dead,dead,dead,dead,dead,dead,dead,dead,dead,dead,dead,dead,dead,dead
3,High,Monterey,Control,18,,,,,,,,,,,,,sampled,sampled,sampled,sampled,sampled
3,High,Monterey,Control,19,,,,,,,,,,,,,0,2,1,1,1
3,High,Monterey,Control,20,,,,,,,,,,,,,0,1,1,2,1
3,High,Monterey,Control,21,,,,flower,flower,,,,,,,,2,2,2,2,5
3,High,Monterey,Control,22,,,,,,,,,,,,,0,1,1,2,1
3,High,Monterey,Control,23,,,,,flower,,,,,,,,2,2,2,1,1
3,High,Monterey,Control,24,,,,,,,,,,,,,0,2,2,1,1
3,High,Monterey,Control,25,,,,,,,,,,,,,0,1,1,1,2
3,High,Monterey,Control,26,,,,,flower,,,,,,,,2,1,1,1,1
3,High,Monterey,Control,27,,,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled
3,High,Monterey,Control,28,,,,,flower,,,,,,,,0,1,1,1,2
3,High,Monterey,Control,29,,,,flower,flower,,,,,,,,0,1,1,1,2
3,High,Monterey,Control,30,,,,,,,,,,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled
4,High,Monterey,Control,1,out of hole,,,,,,,,,,,,0,1,1,2,5
4,High,Monterey,Control,2,,,,,,,,,,,,,0,1,1,2,4
4,High,Monterey,Control,3,out of hole,,,,,,,,,,,,2,1,1,sampled,sampled
4,High,Monterey,Control,4,,,,,flower,,,,,,,,0,1,2,1,2
4,High,Monterey,Control,5,out of hole,,,,,,,,,,,,0,0,2,1,2
4,High,Monterey,Control,6,,,,,gone,gone,gone,gone,gone,gone,gone,gone,gone,gone,gone,gone,gone
4,High,Monterey,Control,7,out of hole,,,,,,,,,,,,sampled,sampled,sampled,sampled,sampled
4,High,Monterey,Control,8,,gone,gone,gone,gone,gone,gone,gone,gone,gone,gone,gone,gone,gone,gone,gone,gone
4,High,Monterey,Control,9,out of hole,,,,,,,,,,,,0,1,2,2,2
4,High,Monterey,Control,10,,,,,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled
4,High,Monterey,Control,11,out of hole,,,,,,,,,,,,0,2,2,2,2
4,High,Monterey,Control,12,,"roots up, replaced",,,flower,,,,,,,,0,2,1,2,5
4,High,Monterey,Control,13,,dead,dead,dead,dead,dead,dead,dead,dead,dead,dead,dead,dead,dead,dead,dead,dead
4,High,Monterey,Control,14,,,gone,gone,gone,gone,gone,gone,gone,gone,gone,gone,gone,gone,gone,gone,gone
4,High,Monterey,Control,15,,,,,,,,,,,,,0,2,2,2,2
4,High,Monterey,Control,16,,gone,gone,gone,gone,gone,gone,gone,gone,gone,gone,gone,gone,gone,gone,gone,gone
4,High,Monterey,Control,17,,no green,little green,,,,,,,,,,0,1,2,2,2
4,High,Monterey,Control,18,,,,,flower,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled
4,High,Monterey,Control,19,,gone,gone,gone,gone,gone,gone,gone,gone,gone,gone,gone,gone,gone,gone,gone,gone
4,High,Monterey,Control,20,,no green,dead,dead,dead,dead,dead,dead,dead,dead,dead,dead,dead,dead,dead,dead,dead
4,High,Monterey,Control,21,,,,flower,flower,,,,,,,,2,2,2,2,3
4,High,Monterey,Control,22,,gone,gone,gone,gone,gone,gone,gone,gone,gone,gone,gone,gone,gone,gone,gone,gone
4,High,Monterey,Control,23,,,flower,flower,flower,,,,,,,,2,2,2,2,2
4,High,Monterey,Control,24,,,,,flower,,,,,,,,0,1,2,2,2
4,High,Monterey,Control,25,,,,,flower,,,,,,,,0,2,3,2,4
4,High,Monterey,Control,26,,,,,,,,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled
4,High,Monterey,Control,27,,,,,flower,,,,,,,,2,3,4,2,2
4,High,Monterey,Control,28,,gone,gone,gone,gone,gone,gone,gone,gone,gone,gone,gone,gone,gone,gone,gone,gone
4,High,Monterey,Control,29,,,,,,,,,,,,,2,2,2,3,2
4,High,Monterey,Control,30,,"roots up, replaced",dead,dead,dead,dead,dead,dead,dead,dead,dead,dead,dead,dead,dead,dead,dead
1,High,Monterey,Inoculated,1,,,,,flower,,,,,,,,0,1,2,1,5
1,High,Monterey,Inoculated,2,,,,,,,,,,,,,0,1,2,2,2
1,High,Monterey,Inoculated,3,,,,,flower,,,,,,,,0,1,2,5,5
1,High,Monterey,Inoculated,4,,,,,,,,,,,,,2,1,2,2,5
1,High,Monterey,Inoculated,5,,,,,,,,,,,,,0,2,2,2,2
1,High,Monterey,Inoculated,6,,,,,,,,,,,,,0,2,2,2,2
1,High,Monterey,Inoculated,7,,,,,flower,,,,,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled
1,High,Monterey,Inoculated,8,,,,,,,,,,,,,2,2,4,5,5
1,High,Monterey,Inoculated,9,,,,,,,,,,,,,0,2,2,3,5
1,High,Monterey,Inoculated,10,,,,,flower,,,,,,dead,dead,dead,dead,dead,dead,dead
1,High,Monterey,Inoculated,11,,,,,flower,,,,,,,,2,2,2,4,5
1,High,Monterey,Inoculated,12,,,flower,,,,,,,,,,2,4,5,5,5
1,High,Monterey,Inoculated,13,,,,,flower,,,,,,,,0,2,2,5,5
1,High,Monterey,Inoculated,14,,,,,,,,,,,,,2,1,2,1,4
1,High,Monterey,Inoculated,15,,,,,,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled
1,High,Monterey,Inoculated,16,,,,,,,,,,,,,0,1,1,5,5
1,High,Monterey,Inoculated,17,,,,,flower,,,,,,,,0,2,2,3,5
1,High,Monterey,Inoculated,18,,,,,,,,,,,,,2,2,3,2,3
1,High,Monterey,Inoculated,19,,,,,flower,,,,,,,,2,1,3,sampled,sampled
1,High,Monterey,Inoculated,20,,,,,flower,,,,,,,,2,2,2,2,3
1,High,Monterey,Inoculated,21,,,,,,,,,,,,,0,1,5,5,5
1,High,Monterey,Inoculated,22,,,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled
1,High,Monterey,Inoculated,23,,,,,flower,,,,,,,,0,1,3,4,3
1,High,Monterey,Inoculated,24,,,,,flower,,,,,,,,0,1,2,2,2
1,High,Monterey,Inoculated,25,,,,,,,,,,,,,2,1,2,2,2
1,High,Monterey,Inoculated,26,,,,,,,,,,,,,0,2,2,2,2
1,High,Monterey,Inoculated,27,,,,,,,,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled
1,High,Monterey,Inoculated,28,,,,,,,,,,,,,2,2,2,2,1
1,High,Monterey,Inoculated,29,,,,,,,,,,,,,0,1,2,3,2
1,High,Monterey,Inoculated,30,,,,,,,,,,,,,0,1,3,5,5
2,High,Monterey,Inoculated,1,,,,flower,flower,,,,,,,,1,1,3,5,5
2,High,Monterey,Inoculated,2,,,flower,flower,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled
2,High,Monterey,Inoculated,3,,,,,,,,,,,,,1,1,2,2,2
2,High,Monterey,Inoculated,4,,,,,flower,,,,,,,,2,0,1,1,2
2,High,Monterey,Inoculated,5,,,,,flower,,,,,,,,0,0,3,2,4
2,High,Monterey,Inoculated,6,,,,,,,,,,,,,3,3,5,5,5
2,High,Monterey,Inoculated,7,,,,,,,,,,,,,sampled,sampled,sampled,sampled,sampled
2,High,Monterey,Inoculated,8,,,,,,,,,,,,,3,2,2,2,3
2,High,Monterey,Inoculated,9,,,,,,gone,gone,gone,gone,gone,gone,gone,gone,gone,gone,gone,gone
2,High,Monterey,Inoculated,10,,,,,flower,,,,,,,,0,1,1,1,2
2,High,Monterey,Inoculated,11,,,,,,,,,,,,,0,0,1,1,3
2,High,Monterey,Inoculated,12,,,,,,,,,,,,,0,0,1,1,2
2,High,Monterey,Inoculated,13,,no green,flower,flower,flower,gone,gone,gone,gone,gone,gone,gone,gone,gone,gone,gone,gone
2,High,Monterey,Inoculated,14,,,flower,flower,flower,,dying,very small,,,,,gone,gone,gone,gone,gone
2,High,Monterey,Inoculated,15,,flower,flower,,,,,,,,,,0,1,1,1,2
2,High,Monterey,Inoculated,16,,,,,,,,,,,,,0,1,1,1,2
2,High,Monterey,Inoculated,17,,,,,,,,,,,,,0,1,1,1,2
2,High,Monterey,Inoculated,18,,,,,,,,,,,,,2,2,1,3,3
2,High,Monterey,Inoculated,19,,,flower,flower,flower,,,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled
2,High,Monterey,Inoculated,20,,,,,,,,,,,,,0,1,1,1,2
2,High,Monterey,Inoculated,21,,,,,,gone,gone,gone,gone,gone,gone,gone,gone,gone,gone,gone,gone
2,High,Monterey,Inoculated,22,,,,,,,,,,,small,,0,2,3,5,5
2,High,Monterey,Inoculated,23,,,,,,,,,,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled
2,High,Monterey,Inoculated,24,,,,,,,,,,,,,0,1,1,1,2
2,High,Monterey,Inoculated,25,,,flower,flower,flower,,,,,,,,0,0,1,1,2
2,High,Monterey,Inoculated,26,,,,,,,,,,,,,2,2,2,2,2
2,High,Monterey,Inoculated,27,,,,,,,,,,,,,2,1,2,2,2
2,High,Monterey,Inoculated,28,,,,,,,,,,,,,0,1,2,2,3
2,High,Monterey,Inoculated,29,,,,,,,,,,,,,0,2,2,2,2
2,High,Monterey,Inoculated,30,,,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled
3,High,Monterey,Inoculated,1,,,,,,,,,,,,,0,1,1,2,4
3,High,Monterey,Inoculated,2,,,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled
3,High,Monterey,Inoculated,3,,,,,,,,,,,,,2,1,3,5,5
3,High,Monterey,Inoculated,4,,,,,,,,,,,,,2,2,3,5,5
3,High,Monterey,Inoculated,5,,,,,,,,,,,,,2,1,1,1,5
3,High,Monterey,Inoculated,6,,,,,,,,,,,,,2,2,2,2,2
3,High,Monterey,Inoculated,7,,,,,,,,,,,,,2,1,1,sampled,sampled
3,High,Monterey,Inoculated,8,,,,,,,,,,,,,0,1,2,2,2
3,High,Monterey,Inoculated,9,,,,,,,,,,,,,2,2,3,4,5
3,High,Monterey,Inoculated,10,,,,,,,,,,,,,2,1,2,1,2
3,High,Monterey,Inoculated,11,,,,,,,,,,,,,0,3,3,2,3
3,High,Monterey,Inoculated,12,,,,,,,,,,,,,2,2,2,1,5
3,High,Monterey,Inoculated,13,,,,,flower,,,,,,,,0,2,3,3,5
3,High,Monterey,Inoculated,14,,,,,flower,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled
3,High,Monterey,Inoculated,15,,,,,,,,,,,,,0,2,2,2,2
3,High,Monterey,Inoculated,16,,,,,flower,,,,,,,,0,2,2,1,2
3,High,Monterey,Inoculated,17,,,,,,,,,,,,,0,1,1,4,5
3,High,Monterey,Inoculated,18,,,,,,,,,,,,,sampled,sampled,sampled,sampled,sampled
3,High,Monterey,Inoculated,19,,,,,,,,,,,,,0,1,2,1,2
3,High,Monterey,Inoculated,20,,,,flower,flower,,,,,,,,0,1,1,5,5
3,High,Monterey,Inoculated,21,,,,,,,,,,,,,2,2,3,5,5
3,High,Monterey,Inoculated,22,,,,,,,,,,,,,0,1,1,1,1
3,High,Monterey,Inoculated,23,,,,,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled
3,High,Monterey,Inoculated,24,,,,,,,,,,,,,0,1,1,1,1
3,High,Monterey,Inoculated,25,,,,,,,,,,,,,0,2,2,2,4
3,High,Monterey,Inoculated,26,,,,,,,,,,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled
3,High,Monterey,Inoculated,27,,,,,flower,,,,,,,,0,1,2,3,2
3,High,Monterey,Inoculated,28,,,,flower,,,,,,,,,0,1,5,5,5
3,High,Monterey,Inoculated,29,,,,,,,,,,,,,0,1,5,5,5
3,High,Monterey,Inoculated,30,,,,,flower,,,,,,,,0,2,2,2,2
4,High,Monterey,Inoculated,1,,,,,,,,,,,,,0,1,2,4,5
4,High,Monterey,Inoculated,2,,,,,,,,,,,,,2,2,2,3,5
4,High,Monterey,Inoculated,3,,gone,gone,gone,gone,gone,gone,gone,gone,gone,gone,gone,gone,gone,gone,gone,gone
4,High,Monterey,Inoculated,4,,,flower,flower,flower,,,,,,,,0,2,1,5,5
4,High,Monterey,Inoculated,5,,,,,,,,,,,,,0,2,3,3,5
4,High,Monterey,Inoculated,6,,gone,gone,gone,gone,gone,gone,gone,gone,gone,gone,gone,gone,gone,gone,gone,gone
4,High,Monterey,Inoculated,7,,,,,flower,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled
4,High,Monterey,Inoculated,8,,,,,,,,,,,,,0,1,2,2,2
4,High,Monterey,Inoculated,9,,,,,,,,,,,,,2,1,2,2,2
4,High,Monterey,Inoculated,10,,,,,,,,,,,,,0,0,2,2,2
4,High,Monterey,Inoculated,11,,,,,flower,,,,,,,,0,0,2,2,2
4,High,Monterey,Inoculated,12,,,flower,flower,flower,,,,,,,,0,0,2,2,2
4,High,Monterey,Inoculated,13,,,,,flower,,,,,,,,0,0,1,2,2
4,High,Monterey,Inoculated,14,,,,,flower,,,,,,,,0,1,2,2,3
4,High,Monterey,Inoculated,15,,,,,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled
4,High,Monterey,Inoculated,16,,,,,,,,,,,,,2,2,2,2,2
4,High,Monterey,Inoculated,17,out of hole,,,,flower,,,,,,,,2,1,2,2,2
4,High,Monterey,Inoculated,18,,,,,,,,,,,,,2,1,1,2,2
4,High,Monterey,Inoculated,19,,,flower,flower,flower,,,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled
4,High,Monterey,Inoculated,20,,,,,,,,,,,,,0,0,2,1,2
4,High,Monterey,Inoculated,21,,,flower,flower,flower,,,,,,,,0,5,5,sampled,sampled
4,High,Monterey,Inoculated,22,,,,,,,,,,,,,0,2,2,1,2
4,High,Monterey,Inoculated,23,,,,,flower,,,,,,,,0,1,2,2,3
4,High,Monterey,Inoculated,24,,,,,,,,,,,,,0,1,2,2,2
4,High,Monterey,Inoculated,25,,,,,,,,,,,,,0,1,2,2,2
4,High,Monterey,Inoculated,26,,no green,,,,,,,,,,,0,1,2,sampled,sampled
4,High,Monterey,Inoculated,27,,,,,,,,,,,,,sampled,sampled,sampled,sampled,sampled
4,High,Monterey,Inoculated,28,,,,,,,,,,,,,2,3,3,2,3
4,High,Monterey,Inoculated,29,,,flower,flower,flower,,,,,,,,0,1,2,1,2
4,High,Monterey,Inoculated,30,,,,,,,,,,,,,0,0,2,1,2
1,Low,Fronteras,Control,1,,no green,,,,,,,,,,,0,2,3,2,2
1,Low,Fronteras,Control,2,,,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled
1,Low,Fronteras,Control,3,,no green,dead,dead,dead,dead,dead,dead,dead,dead,dead,dead,dead,dead,dead,dead,dead
1,Low,Fronteras,Control,4,,,,,,,,,,,,,0,1,2,2,2
1,Low,Fronteras,Control,5,,,,,,,,,,,,,0,1,3,2,2
1,Low,Fronteras,Control,6,,,,,,,,,,,,,0,0,1,1,2
1,Low,Fronteras,Control,7,,,,,,,,,,,,,0,1,1,1,2
1,Low,Fronteras,Control,8,,,,,,,,very small,,,,,0,1,1,1,2
1,Low,Fronteras,Control,9,,,,,,,,,,,small,,0,0,1,1,3
1,Low,Fronteras,Control,10,,,,,,,,,,,,,2,3,2,2,2
1,Low,Fronteras,Control,11,,,,,,,,,,,,,0,1,2,1,2
1,Low,Fronteras,Control,12,,,,,,,,,,,,,0,1,2,1,2
1,Low,Fronteras,Control,13,,,,,,,,,,,,,0,1,3,5,5
1,Low,Fronteras,Control,14,,,,,,,,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled
1,Low,Fronteras,Control,15,,,,,,,,,,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled
1,Low,Fronteras,Control,16,,,,,,,,,,,,,0,1,2,1,2
1,Low,Fronteras,Control,17,,,,,,,,,,,,,0,1,1,1,1
1,Low,Fronteras,Control,18,,,,,,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled
1,Low,Fronteras,Control,19,,,,,,,,,,,,,0,0,2,sampled,sampled
1,Low,Fronteras,Control,20,,,,,,,,,,,,,2,2,2,3,3
1,Low,Fronteras,Control,21,,,,,,,,,,,,,2,1,2,1,2
1,Low,Fronteras,Control,22,,,,sensor,,,,,,,,,2,1,2,2,2
1,Low,Fronteras,Control,23,,,,,,,,,,,,,2,1,3,4,5
1,Low,Fronteras,Control,24,,,,,,,,,,,,,2,1,3,5,5
1,Low,Fronteras,Control,25,,,,,,,,,,,,,0,1,2,1,2
1,Low,Fronteras,Control,26,,,,,,,,,,,,,2,2,2,1,2
1,Low,Fronteras,Control,27,,,,,,,,,,,,,0,1,2,1,2
1,Low,Fronteras,Control,28,,,,,,,,,,,,,0,2,3,5,5
1,Low,Fronteras,Control,29,,,,,,,,,,,,,0,2,2,1,2
1,Low,Fronteras,Control,30,,,,,,,,,,,,,2,2,3,2,2
2,Low,Fronteras,Control,1,,,,,,,,,,,,,0,1,1,5,5
2,Low,Fronteras,Control,2,,,,,,,,,,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled
2,Low,Fronteras,Control,3,,,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled
2,Low,Fronteras,Control,4,,"partially removed from hole, replaced",,,,,,,,,,,0,1,2,2,5
2,Low,Fronteras,Control,5,,,,,,,,,,,,,0,2,2,1,2
2,Low,Fronteras,Control,6,,,,,,,,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled
2,Low,Fronteras,Control,7,,,,,,,,,,,,,sampled,sampled,sampled,sampled,sampled
2,Low,Fronteras,Control,8,,,,,,,,,,,,,2,3,3,1,2
2,Low,Fronteras,Control,9,,,,,,,,,,,,,0,1,1,3,5
2,Low,Fronteras,Control,10,,,,,,,,,,,,,0,2,2,2,5
2,Low,Fronteras,Control,11,,,,,,,,,,,,,2,2,2,2,5
2,Low,Fronteras,Control,12,,,,,,,,,,,,,2,2,4,4,4
2,Low,Fronteras,Control,13,,,,,,,,,,,,,2,2,3,5,5
2,Low,Fronteras,Control,14,,,,,,,,,,,,,2,2,2,1,2
2,Low,Fronteras,Control,15,,,,,,,,,,,,,0,1,2,3,5
2,Low,Fronteras,Control,16,,,,,,,,,,,,,2,2,2,2,3
2,Low,Fronteras,Control,17,,,,,,,,,,,,,2,3,5,5,5
2,Low,Fronteras,Control,18,,,,,,,,,,,,,0,2,2,2,2
2,Low,Fronteras,Control,19,,,,,,,,,,,,,2,2,2,2,2
2,Low,Fronteras,Control,20,,,,,,,,,,,,,2,2,2,2,2
2,Low,Fronteras,Control,21,,,,,,,,,,,,,2,1,1,1,5
2,Low,Fronteras,Control,22,,,,,,,,,,,,,0,2,2,2,2
2,Low,Fronteras,Control,23,,,,,,,,,,,,,2,2,2,2,3
2,Low,Fronteras,Control,24,,,,,,,,,,,,,2,2,2,2,3
2,Low,Fronteras,Control,25,,,,,,,,,,,,,0,2,2,3,4
2,Low,Fronteras,Control,26,,,,,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled
2,Low,Fronteras,Control,27,,,,,,,,,,,,,0,2,3,3,2
2,Low,Fronteras,Control,28,,,,,,,,,,,,,2,2,2,2,2
2,Low,Fronteras,Control,29,,,,,flower,,,,,,,,0,3,3,4,3
2,Low,Fronteras,Control,30,,no green,,,,,,,,,,,2,2,3,3,3
3,Low,Fronteras,Control,1,,no green,gone,gone,gone,gone,gone,gone,gone,gone,gone,gone,gone,gone,gone,gone,gone
3,Low,Fronteras,Control,2,,,,,,,,,,,,,0,1,2,sampled,sampled
3,Low,Fronteras,Control,3,out of hole,,,,,,,,,,,,sampled,sampled,sampled,sampled,sampled
3,Low,Fronteras,Control,4,,,,,,,,,,,,,2,1,2,2,2
3,Low,Fronteras,Control,5,,gone,gone,gone,gone,gone,gone,gone,gone,gone,gone,gone,gone,gone,gone,gone,gone
3,Low,Fronteras,Control,6,,,,,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled
3,Low,Fronteras,Control,7,,gone,gone,gone,gone,gone,gone,gone,gone,gone,gone,gone,gone,gone,gone,gone,gone
3,Low,Fronteras,Control,8,,gone,gone,gone,gone,gone,gone,gone,gone,gone,gone,gone,gone,gone,gone,gone,gone
3,Low,Fronteras,Control,9,,gone,gone,gone,gone,gone,gone,gone,gone,gone,gone,gone,gone,gone,gone,gone,gone
3,Low,Fronteras,Control,10,,gone,gone,gone,gone,gone,gone,gone,gone,gone,gone,gone,gone,gone,gone,gone,gone
3,Low,Fronteras,Control,11,,gone,gone,gone,gone,gone,gone,gone,gone,gone,gone,gone,gone,gone,gone,gone,gone
3,Low,Fronteras,Control,12,,gone,gone,gone,gone,gone,gone,gone,gone,gone,gone,gone,gone,gone,gone,gone,gone
3,Low,Fronteras,Control,13,,gone,gone,gone,gone,gone,gone,gone,gone,gone,gone,gone,gone,gone,gone,gone,gone
3,Low,Fronteras,Control,14,,gone,gone,gone,gone,gone,gone,gone,gone,gone,gone,gone,gone,gone,gone,gone,gone
3,Low,Fronteras,Control,15,,gone,gone,gone,gone,gone,gone,gone,gone,gone,gone,gone,gone,gone,gone,gone,gone
3,Low,Fronteras,Control,16,,gone,gone,gone,gone,gone,gone,gone,gone,gone,gone,gone,gone,gone,gone,gone,gone
3,Low,Fronteras,Control,17,,gone,gone,gone,gone,gone,gone,gone,gone,gone,gone,gone,gone,gone,gone,gone,gone
3,Low,Fronteras,Control,18,out of hole,,,,,,,,,,,,0,1,2,2,2
3,Low,Fronteras,Control,19,out of hole,,,,,,,,,,,,0,1,2,3,5
3,Low,Fronteras,Control,20,,,gone,gone,gone,gone,gone,gone,gone,gone,gone,gone,gone,gone,gone,gone,gone
3,Low,Fronteras,Control,21,,,,,,,little green,,,,,,0,0,1,3,5
3,Low,Fronteras,Control,22,out of hole,,,,,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled
3,Low,Fronteras,Control,23,,,dead,dead,dead,dead,dead,dead,dead,dead,dead,dead,dead,dead,dead,dead,dead
3,Low,Fronteras,Control,24,,gone,gone,gone,gone,gone,gone,gone,gone,gone,gone,gone,gone,gone,gone,gone,gone
3,Low,Fronteras,Control,25,,,,,,,,,,,,,0,1,1,1,2
3,Low,Fronteras,Control,26,,,,,,,,,,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled
3,Low,Fronteras,Control,27,,,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled
3,Low,Fronteras,Control,28,,,gone,gone,gone,gone,gone,gone,gone,gone,gone,gone,gone,gone,gone,gone,gone
3,Low,Fronteras,Control,29,out of hole,no green,,,gone,gone,gone,gone,gone,gone,gone,gone,gone,gone,gone,gone,gone
3,Low,Fronteras,Control,30,,,,,,,,,,,,,0,1,3,2,2
4,Low,Fronteras,Control,1,,,,,,,,,,,,,0,1,2,3,5
4,Low,Fronteras,Control,2,,,,,,,,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled
4,Low,Fronteras,Control,3,,,,dead,dead,dead,dead,dead,dead,dead,dead,dead,dead,dead,dead,dead,dead
4,Low,Fronteras,Control,4,,,,,,,,,,,,,0,1,3,2,2
4,Low,Fronteras,Control,5,,,gone,gone,gone,gone,gone,gone,gone,gone,gone,gone,gone,gone,gone,gone,gone
4,Low,Fronteras,Control,6,,,,,,,,,,,,,4,5,5,4,3
4,Low,Fronteras,Control,7,,,dead,dead,dead,dead,dead,dead,dead,dead,dead,dead,dead,dead,dead,dead,dead
4,Low,Fronteras,Control,8,,,gone,gone,gone,gone,gone,gone,gone,gone,gone,gone,gone,gone,gone,gone,gone
4,Low,Fronteras,Control,9,,,dead,dead,dead,dead,dead,dead,dead,dead,dead,dead,dead,dead,dead,dead,dead
4,Low,Fronteras,Control,10,,,,sensor,,,,,,,,,2,2,2,2,2
4,Low,Fronteras,Control,11,,,dead,dead,dead,dead,dead,dead,dead,dead,dead,dead,dead,dead,dead,dead,dead
4,Low,Fronteras,Control,12,,,gone,gone,gone,gone,gone,gone,gone,gone,gone,gone,gone,gone,gone,gone,gone
4,Low,Fronteras,Control,13,out of hole,,dead,dead,dead,dead,dead,dead,dead,dead,dead,dead,dead,dead,dead,dead,dead
4,Low,Fronteras,Control,14,,,dead,dead,dead,dead,dead,dead,dead,dead,dead,dead,dead,dead,dead,dead,dead
4,Low,Fronteras,Control,15,,,,,,,,,,,,,sampled,sampled,sampled,sampled,sampled
4,Low,Fronteras,Control,16,out of hole,,gone,gone,gone,gone,gone,gone,gone,gone,gone,gone,gone,gone,gone,gone,gone
4,Low,Fronteras,Control,17,,,,,,,,,,,,,0,1,1,3,5
4,Low,Fronteras,Control,18,,,,,,,,,,,,,2,2,2,2,3
4,Low,Fronteras,Control,19,,,,,,,,,,,,,0,1,2,2,3
4,Low,Fronteras,Control,20,,,gone,gone,gone,gone,gone,gone,gone,gone,gone,gone,gone,gone,gone,gone,gone
4,Low,Fronteras,Control,21,,gone,gone,gone,gone,gone,gone,gone,gone,gone,gone,gone,gone,gone,gone,gone,gone
4,Low,Fronteras,Control,22,,,,,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled
4,Low,Fronteras,Control,23,,gone,gone,gone,gone,gone,gone,gone,gone,gone,gone,gone,gone,gone,gone,gone,gone
4,Low,Fronteras,Control,24,,,,,,gone,gone,gone,gone,gone,gone,gone,gone,gone,gone,gone,gone
4,Low,Fronteras,Control,25,,gone,gone,gone,gone,gone,gone,gone,gone,gone,gone,gone,gone,gone,gone,gone,gone
