Stn Id,Stn Name,CIMIS Region,Date,Jul,ETo (mm),qc,Precip (mm),qc,Sol Rad (W/sq.m),qc,Avg Vap Pres (kPa),qc,Max Air Temp (C),qc,Min Air Temp (C),qc,Avg Air Temp (C),qc,Max Rel Hum (%),qc,Min Rel Hum (%),qc,Avg Rel Hum (%),qc,Dew Point (C),qc,Avg Wind Speed (m/s),qc,Wind Run (km),qc,Avg Soil Temp (C),qc
75,Irvine,South Coast Valleys,2/11/2019,042,2.59, ,0.00, ,212,R,0.7, ,16.2, ,1.9, ,8.8, ,94, ,35, ,62, ,2.0, ,1.1, ,98.7, ,11.7, 
75,Irvine,South Coast Valleys,2/12/2019,043,2.49, ,0.00, ,173, ,0.6, ,21.2, ,3.3, ,11.9, ,75, ,17, ,45, ,0.2, ,1.0, ,86.4, ,11.5, 
75,Irvine,South Coast Valleys,2/13/2019,044,1.05, ,5.30, ,56, ,0.9, ,16.7, ,9.4, ,12.6, ,96, ,26, ,62, ,5.6, ,1.9, ,163.6, ,11.9, 
75,Irvine,South Coast Valleys,2/14/2019,045,0.10, ,84.50, ,19, ,1.5, ,16.4, ,10.5, ,14.1, ,97, ,80, ,93, ,12.9, ,3.1,Y,268.4,Y,12.6, 
75,Irvine,South Coast Valleys,2/15/2019,046,2.24, ,3.60, ,167, ,1.1, ,16.6, ,8.5, ,12.2, ,97, ,57, ,80, ,8.9, ,1.5, ,125.8, ,12.8, 
75,Irvine,South Coast Valleys,2/16/2019,047,2.77, ,0.30, ,221,R,0.9, ,15.8, ,5.2, ,11.0, ,96, ,43, ,68, ,5.4, ,1.5, ,131.9, ,12.8, 
75,Irvine,South Coast Valleys,2/17/2019,048,2.07, ,1.10, ,156, ,0.9, ,14.3, ,5.5, ,9.9, ,89, ,49, ,70, ,4.8, ,2.3, ,196.9, ,12.5, 
75,Irvine,South Coast Valleys,2/18/2019,049,2.66, ,0.10, ,207, ,0.6, ,14.2, ,2.4, ,7.3, ,85, ,32, ,61, ,0.3, ,1.4, ,119.3, ,12.0, 
75,Irvine,South Coast Valleys,2/19/2019,050,2.91, ,0.00, ,229,R,0.6, ,15.0, ,0.9,Y,7.9, ,81, ,26, ,56, ,-0.3, ,1.5, ,125.5, ,11.5, 
75,Irvine,South Coast Valleys,2/20/2019,051,1.65, ,2.10, ,122, ,0.8, ,13.2, ,3.5, ,8.9, ,91, ,54, ,70, ,3.8, ,2.0, ,170.0, ,11.2, 
75,Irvine,South Coast Valleys,2/21/2019,052,2.32, ,4.00, ,178, ,0.8, ,13.3, ,2.3, ,8.2, ,89, ,47, ,72, ,3.4, ,1.7, ,147.2, ,11.4, 
75,Irvine,South Coast Valleys,2/22/2019,053,3.06, ,0.00, ,236,R,0.6, ,15.7, ,1.8, ,8.4, ,88, ,28, ,53, ,-0.6, ,1.4, ,119.3, ,11.0, 
75,Irvine,South Coast Valleys,2/23/2019,054,3.16, ,0.00, ,238,R,0.7, ,17.0, ,4.6, ,10.0, ,85, ,28, ,55, ,1.4, ,1.3, ,113.8, ,11.0, 
75,Irvine,South Coast Valleys,2/24/2019,055,3.15, ,0.00, ,226,R,0.7, ,19.3, ,4.2, ,10.8, ,82, ,27, ,57, ,2.6, ,1.2, ,104.2, ,11.1, 
75,Irvine,South Coast Valleys,2/25/2019,056,3.17, ,0.00, ,229,R,0.9, ,20.3, ,6.6, ,12.2, ,92, ,40, ,65, ,5.9, ,1.3, ,111.9, ,11.5, 
75,Irvine,South Coast Valleys,2/26/2019,057,2.66, ,0.00, ,197, ,1.1, ,19.7, ,4.6, ,12.1, ,97, ,52, ,78, ,8.4, ,1.2, ,103.6, ,11.9, 
75,Irvine,South Coast Valleys,2/27/2019,058,2.85, ,0.00, ,208, ,1.1, ,18.4, ,8.4, ,13.5, ,94, ,55, ,73, ,8.8, ,1.2, ,104.6, ,12.5, 
75,Irvine,South Coast Valleys,2/28/2019,059,2.71, ,0.00, ,189, ,1.4, ,20.5, ,12.2, ,15.5, ,95, ,63, ,81, ,12.1, ,1.4, ,121.2, ,13.4, 
75,Irvine,South Coast Valleys,3/1/2019,060,2.18, ,0.00, ,155, ,1.4, ,20.3, ,11.1, ,14.9, ,95, ,59, ,81, ,11.6, ,1.2, ,102.1, ,14.1, 
75,Irvine,South Coast Valleys,3/2/2019,061,0.49, ,16.00, ,65, ,1.5, ,16.0, ,11.1, ,14.1, ,98, ,86, ,95, ,13.3, ,2.5, ,214.0, ,14.2, 
75,Irvine,South Coast Valleys,3/3/2019,062,2.08, ,0.00, ,158, ,1.4, ,17.9, ,12.5, ,14.3, ,98, ,73, ,85, ,11.8, ,1.4, ,120.4, ,14.5, 
75,Irvine,South Coast Valleys,3/4/2019,063,2.29, ,0.00, ,166, ,1.2, ,17.3, ,8.1, ,13.0, ,94, ,62, ,80, ,9.6, ,1.4, ,118.8, ,14.8, 
75,Irvine,South Coast Valleys,3/5/2019,064,2.38, ,0.30, ,172, ,1.1, ,20.6, ,6.5, ,13.2, ,94, ,55, ,74, ,8.7, ,1.4, ,125.2, ,14.4, 
75,Irvine,South Coast Valleys,3/6/2019,065,0.62, ,11.10, ,61, ,1.4, ,16.5, ,12.4, ,14.2, ,97, ,68, ,88, ,12.3, ,2.3, ,197.9, ,14.5, 
75,Irvine,South Coast Valleys,3/7/2019,066,1.88, ,1.10, ,152, ,1.2, ,17.0, ,10.1, ,13.5, ,98, ,55, ,80, ,10.1, ,1.5, ,125.9, ,14.7, 
75,Irvine,South Coast Valleys,3/8/2019,067,3.23, ,1.90, ,234, ,0.9, ,15.4, ,7.0, ,10.8, ,95, ,50, ,73, ,6.1, ,1.9, ,163.9, ,14.5, 
75,Irvine,South Coast Valleys,3/9/2019,068,2.81, ,0.00, ,208, ,0.9, ,16.4, ,6.4, ,11.0, ,87, ,52, ,69, ,5.5, ,1.7, ,150.4, ,14.1, 
75,Irvine,South Coast Valleys,3/10/2019,069,2.09, ,0.00, ,162, ,0.9, ,15.7, ,6.4, ,10.6, ,88, ,53, ,71, ,5.5, ,1.2, ,104.8, ,13.9, 
75,Irvine,South Coast Valleys,3/11/2019,070,1.49, ,0.40, ,98, ,0.9, ,19.0, ,5.6, ,12.0, ,92, ,35, ,67, ,6.1, ,1.3, ,110.2, ,13.8, 
75,Irvine,South Coast Valleys,3/12/2019,071,3.62, ,2.90, ,260,R,1.2, ,19.7, ,10.0, ,13.7, ,96, ,50, ,75, ,9.3, ,1.9, ,163.9, ,14.2, 
75,Irvine,South Coast Valleys,3/13/2019,072,3.86, ,0.00, ,268,R,1.0, ,18.9, ,8.2, ,13.1, ,85, ,47, ,66, ,6.9, ,1.9, ,163.6, ,14.7, 
75,Irvine,South Coast Valleys,3/14/2019,073,5.56, ,0.00, ,279,R,0.3,Y,21.4, ,8.5, ,16.6, ,37, ,13, ,18,Y,-8.1,Y,3.1,R,269.0,R,14.3, 
75,Irvine,South Coast Valleys,3/15/2019,074,5.22, ,0.00, ,276,R,0.4,Y,24.3, ,11.1, ,18.5, ,25, ,15, ,19,Y,-5.4,Y,2.2, ,192.3, ,14.0, 
75,Irvine,South Coast Valleys,3/16/2019,075,4.99, ,0.00, ,277,R,0.6, ,26.8, ,12.6, ,19.3, ,44, ,16, ,25, ,-1.2, ,1.7, ,144.6, ,14.2, 
75,Irvine,South Coast Valleys,3/17/2019,076,4.77, ,0.00, ,273,R,0.9, ,28.0, ,9.6, ,18.5, ,71, ,22, ,43, ,5.7, ,1.7, ,146.0, ,14.6, 
75,Irvine,South Coast Valleys,3/18/2019,077,4.50, ,0.00, ,277,R,1.0, ,25.3, ,10.4, ,16.9, ,84, ,32, ,52, ,7.1, ,1.4, ,120.4, ,15.0, 
75,Irvine,South Coast Valleys,3/19/2019,078,3.84, ,0.00, ,249, ,1.2, ,20.0, ,8.1, ,14.2, ,90, ,60, ,75, ,9.9, ,2.4, ,205.3, ,15.1, 
75,Irvine,South Coast Valleys,3/20/2019,079,3.11, ,0.00, ,203, ,1.2, ,18.9, ,11.9, ,14.8, ,88, ,56, ,73, ,9.9, ,1.9, ,168.0, ,15.4, 
75,Irvine,South Coast Valleys,3/21/2019,080,1.74, ,4.40, ,150, ,1.2, ,16.2, ,9.0, ,11.9, ,97, ,63, ,83, ,9.1, ,1.3, ,112.3, ,15.2, 
75,Irvine,South Coast Valleys,3/22/2019,081,3.42, ,0.00, ,242, ,1.1, ,18.7, ,8.1, ,13.0, ,94, ,53, ,74, ,8.6, ,1.4, ,118.6, ,15.2, 
75,Irvine,South Coast Valleys,3/23/2019,082,3.31, ,0.00, ,232, ,1.2, ,18.7, ,8.0, ,13.4, ,96, ,57, ,77, ,9.4, ,1.4, ,120.4, ,15.2, 
75,Irvine,South Coast Valleys,3/24/2019,083,4.09, ,0.00, ,280,R,1.2, ,20.6, ,9.3, ,14.3, ,96, ,54, ,75, ,9.9, ,1.4, ,120.5, ,15.6, 
75,Irvine,South Coast Valleys,3/25/2019,084,4.36, ,0.10, ,288,R,1.2, ,23.8, ,8.3, ,14.6, ,96, ,46, ,72, ,9.5, ,1.4, ,120.5, ,15.6, 
75,Irvine,South Coast Valleys,3/26/2019,085,3.91, ,0.00, ,253, ,1.2, ,22.7, ,8.3, ,14.6, ,93, ,44, ,69, ,9.0, ,1.3, ,109.6, ,15.7, 
75,Irvine,South Coast Valleys,3/27/2019,086,3.74, ,0.10, ,256, ,1.3, ,20.7, ,9.9, ,15.0, ,95, ,55, ,79, ,11.3, ,1.4, ,124.1, ,16.0, 
75,Irvine,South Coast Valleys,3/28/2019,087,4.07, ,0.00, ,273, ,1.2, ,19.9, ,10.1, ,14.6, ,96, ,46, ,73, ,9.7, ,1.6, ,137.6, ,16.4, 
75,Irvine,South Coast Valleys,3/29/2019,088,4.35, ,0.00, ,284, ,1.1, ,20.2, ,9.3, ,14.2, ,94, ,40, ,66, ,8.1, ,1.7, ,145.5, ,16.3, 
75,Irvine,South Coast Valleys,3/30/2019,089,4.83, ,0.00, ,299,R,1.0, ,25.8, ,8.4, ,16.6, ,78, ,31, ,51, ,6.4, ,1.4, ,122.3, ,16.2, 
75,Irvine,South Coast Valleys,3/31/2019,090,5.31, ,0.00, ,297,R,0.8, ,28.2, ,9.9, ,18.6, ,79, ,18, ,37, ,3.7, ,1.4, ,124.1, ,16.4, 
75,Irvine,South Coast Valleys,4/1/2019,091,5.24, ,0.00, ,281, ,0.8, ,28.0, ,12.4, ,19.6, ,58, ,19, ,35, ,3.8, ,1.4, ,122.0, ,16.8, 
75,Irvine,South Coast Valleys,4/2/2019,092,4.56, ,0.00, ,295,R,1.2, ,20.4, ,11.5, ,16.0, ,82, ,56, ,68, ,10.0, ,2.3, ,198.5, ,16.9, 
75,Irvine,South Coast Valleys,4/3/2019,093,2.70, ,0.10, ,186, ,1.3, ,19.6, ,13.0, ,15.2, ,92, ,58, ,75, ,10.8, ,1.8, ,151.4, ,17.1, 
75,Irvine,South Coast Valleys,4/4/2019,094,2.90, ,1.90, ,189, ,1.2, ,19.5, ,12.5, ,14.8, ,97, ,55, ,73, ,10.0, ,1.4, ,118.1, ,17.1, 
75,Irvine,South Coast Valleys,4/5/2019,095,2.90, ,0.00, ,195, ,1.2, ,19.2, ,11.2, ,14.9, ,89, ,58, ,73, ,10.0, ,1.4, ,125.1, ,17.2, 
75,Irvine,South Coast Valleys,4/6/2019,096,4.03, ,0.20, ,270, ,1.3, ,20.5, ,11.3, ,15.4, ,92, ,56, ,76, ,11.2, ,1.5, ,126.7, ,17.4, 
75,Irvine,South Coast Valleys,4/7/2019,097,4.77, ,0.00, ,290, ,1.4, ,27.9, ,10.8, ,18.0, ,93, ,43, ,67, ,11.7, ,1.4, ,123.2, ,17.7, 
75,Irvine,South Coast Valleys,4/8/2019,098,5.27, ,0.20, ,286, ,1.3, ,30.2,Y,13.0, ,20.6,Y,89, ,28, ,52,Y,10.5,Y,1.4, ,117.3, ,18.1, 
75,Irvine,South Coast Valleys,4/9/2019,099,4.92, ,0.00, ,294, ,1.3, ,22.0, ,13.3, ,17.6, ,86, ,26, ,66, ,11.1, ,2.8,Y,242.3,Y,18.5, 
75,Irvine,South Coast Valleys,4/10/2019,100,5.57, ,0.00, ,324,R,0.7, ,23.5, ,9.4, ,16.5, ,56, ,19, ,36, ,1.5, ,1.8, ,152.7, ,18.0, 
75,Irvine,South Coast Valleys,4/11/2019,101,4.50, ,0.00, ,257, ,0.9, ,22.5, ,8.3, ,16.0, ,76, ,31, ,50, ,5.5, ,1.9, ,162.6, ,17.5, 
75,Irvine,South Coast Valleys,4/12/2019,102,4.88, ,0.00, ,314,R,1.1, ,21.9, ,9.1, ,15.5, ,93, ,39, ,60, ,7.7, ,1.7, ,149.2, ,17.5, 
75,Irvine,South Coast Valleys,4/13/2019,103,5.31, ,0.00, ,323,R,1.0, ,25.2, ,9.2, ,16.8, ,74, ,32, ,50, ,6.4, ,1.5, ,130.0, ,17.6, 
75,Irvine,South Coast Valleys,4/14/2019,104,5.26, ,0.80, ,316,R,1.0, ,24.8, ,10.2, ,16.1, ,89, ,34, ,54, ,6.9, ,1.5, ,127.8, ,17.6, 
75,Irvine,South Coast Valleys,4/15/2019,105,4.41, ,0.00, ,288, ,1.2, ,20.8, ,8.5, ,14.5, ,88, ,50, ,70, ,9.2, ,2.0, ,170.0, ,17.6, 
75,Irvine,South Coast Valleys,4/16/2019,106,2.39, ,0.00, ,164, ,1.2, ,19.2, ,10.8, ,14.7, ,90, ,58, ,73, ,9.9, ,2.1, ,179.5, ,17.6, 
75,Irvine,South Coast Valleys,4/17/2019,107,5.09, ,0.00, ,328,R,1.2, ,23.3, ,9.8, ,16.2, ,90, ,46, ,66, ,9.8, ,1.5, ,130.1, ,17.6, 
75,Irvine,South Coast Valleys,4/18/2019,108,5.66, ,0.00, ,325,R,1.2, ,27.8, ,10.1, ,18.8, ,90, ,36, ,57, ,10.0, ,1.6, ,140.5, ,18.0, 
75,Irvine,South Coast Valleys,4/19/2019,109,4.84, ,0.00, ,310, ,1.5, ,23.8, ,12.3, ,16.6, ,94, ,57, ,78, ,12.7, ,1.7, ,149.1, ,18.7, 
75,Irvine,South Coast Valleys,4/20/2019,110,2.29, ,0.00, ,155, ,1.3, ,18.4, ,13.1, ,15.0, ,90, ,63, ,74, ,10.4, ,1.7, ,150.5, ,18.8, 
75,Irvine,South Coast Valleys,4/21/2019,111,3.15, ,0.00, ,208, ,1.2, ,18.9, ,10.5, ,15.0, ,85, ,56, ,69, ,9.3, ,1.7, ,150.8, ,18.5, 
75,Irvine,South Coast Valleys,4/22/2019,112,4.99, ,0.00, ,328,R,1.3, ,21.5, ,9.2, ,15.4, ,91, ,56, ,74, ,10.7, ,1.7, ,149.8, ,18.3, 
75,Irvine,South Coast Valleys,4/23/2019,113,5.25, ,0.00, ,331,R,1.4, ,24.2, ,10.7, ,17.0, ,92, ,53, ,71, ,11.8, ,1.6, ,137.5, ,18.6, 
75,Irvine,South Coast Valleys,4/24/2019,114,5.21, ,0.00, ,319, ,1.5, ,26.2, ,11.8, ,17.6, ,98, ,46, ,73, ,12.8, ,1.6, ,138.8, ,19.1, 
75,Irvine,South Coast Valleys,4/25/2019,115,5.26, ,0.00, ,325, ,1.5, ,25.0, ,13.7, ,17.8, ,96, ,50, ,74, ,13.2, ,1.6, ,136.0, ,19.6, 
75,Irvine,South Coast Valleys,4/26/2019,116,4.87, ,0.00, ,313, ,1.5, ,22.8, ,13.8, ,16.7, ,95, ,56, ,78, ,12.9, ,1.8, ,155.3, ,19.9, 
75,Irvine,South Coast Valleys,4/27/2019,117,2.66, ,0.00, ,186, ,1.4, ,21.5, ,14.2, ,16.2, ,89, ,63, ,78, ,12.4, ,1.7, ,145.9, ,19.8, 
75,Irvine,South Coast Valleys,4/28/2019,118,3.76, ,0.00, ,241, ,1.4, ,21.5, ,13.4, ,16.5, ,91, ,61, ,76, ,12.3, ,2.0, ,168.7, ,19.8, 
75,Irvine,South Coast Valleys,4/29/2019,119,1.56, ,0.40, ,109, ,1.4, ,18.6, ,13.2, ,15.6, ,90, ,64, ,77, ,11.5, ,1.9, ,166.2, ,19.5, 
75,Irvine,South Coast Valleys,4/30/2019,120,1.11, ,0.40, ,99, ,1.3, ,17.5, ,10.8, ,14.5, ,96, ,62, ,79, ,10.9, ,1.3, ,112.4, ,19.0, 
75,Irvine,South Coast Valleys,5/1/2019,121,5.22, ,0.00, ,333, ,1.2, ,20.8, ,9.5, ,15.3, ,88, ,50, ,67, ,9.2, ,1.6, ,138.8, ,18.8, 
75,Irvine,South Coast Valleys,5/2/2019,122,4.67, ,0.10, ,293, ,1.3, ,21.5, ,9.9, ,15.5, ,96, ,58, ,76, ,11.3, ,1.5, ,130.9, ,18.9, 
75,Irvine,South Coast Valleys,5/3/2019,123,5.25, ,0.00, ,332, ,1.4, ,22.6, ,12.8, ,17.0, ,91, ,53, ,73, ,12.2, ,1.7, ,146.9, ,19.4, 
75,Irvine,South Coast Valleys,5/4/2019,124,4.82, ,0.00, ,303, ,1.4, ,23.0, ,13.6, ,16.9, ,92, ,50, ,73, ,12.1, ,1.8, ,155.3, ,19.8, 
75,Irvine,South Coast Valleys,5/5/2019,125,5.14, ,0.00, ,314, ,1.3, ,21.9, ,13.5, ,16.5, ,80, ,52, ,67, ,10.5, ,1.8, ,151.8, ,20.1, 
75,Irvine,South Coast Valleys,5/6/2019,126,4.58, ,0.10, ,285, ,1.3, ,20.8, ,12.9, ,16.1, ,92, ,48, ,69, ,10.5, ,1.8, ,157.0, ,20.0, 
75,Irvine,South Coast Valleys,5/7/2019,127,1.45, ,0.00, ,101, ,1.3, ,17.8, ,13.5, ,15.7, ,88, ,61, ,72, ,10.6, ,1.6, ,135.7, ,19.6, 
75,Irvine,South Coast Valleys,5/8/2019,128,0.90, ,0.00, ,77, ,1.3, ,17.6, ,14.1, ,15.6, ,83, ,67, ,76, ,11.3, ,1.2, ,105.4, ,19.3, 
75,Irvine,South Coast Valleys,5/9/2019,129,0.74, ,0.00, ,69, ,1.4, ,17.6, ,14.3, ,15.7, ,90, ,70, ,78, ,11.9, ,1.2, ,102.6, ,19.0, 
75,Irvine,South Coast Valleys,5/10/2019,130,1.34, ,0.00, ,99, ,1.4, ,19.2, ,13.1, ,16.1, ,91, ,65, ,76, ,12.0, ,1.5, ,125.7, ,18.8, 
75,Irvine,South Coast Valleys,5/11/2019,131,4.55, ,0.00, ,270, ,1.4, ,23.3, ,13.1, ,17.7, ,92, ,49, ,70, ,12.2, ,1.5, ,132.8, ,19.0, 
75,Irvine,South Coast Valleys,5/12/2019,132,5.08, ,0.00, ,312, ,1.5, ,23.4, ,13.0, ,17.9, ,91, ,60, ,76, ,13.5, ,2.1, ,178.3, ,19.4, 
75,Irvine,South Coast Valleys,5/13/2019,133,2.17, ,0.00, ,155, ,1.6, ,21.2, ,15.6, ,17.5, ,91, ,67, ,80, ,14.0, ,1.7, ,143.8, ,19.8, 
75,Irvine,South Coast Valleys,5/14/2019,134,4.07, ,0.40, ,261, ,1.6, ,23.3, ,14.8, ,17.6, ,97, ,62, ,80, ,14.2, ,1.6, ,135.1, ,20.0, 
75,Irvine,South Coast Valleys,5/15/2019,135,1.76, ,0.00, ,124, ,1.5, ,20.3, ,14.9, ,16.8, ,88, ,68, ,78, ,12.9, ,1.6, ,141.8, ,20.1, 
75,Irvine,South Coast Valleys,5/16/2019,136,4.11, ,7.70, ,258, ,1.3, ,19.2, ,13.7, ,15.7, ,96, ,57, ,75, ,11.3, ,2.9,R,249.4,R,19.6, 
75,Irvine,South Coast Valleys,5/17/2019,137,4.64, ,0.00, ,292, ,1.1, ,20.5, ,10.7, ,15.6, ,83, ,45, ,64, ,8.8, ,2.0, ,169.3, ,19.3, 
75,Irvine,South Coast Valleys,5/18/2019,138,5.02, ,0.60, ,300, ,1.2, ,22.8, ,9.8, ,16.0, ,87, ,41, ,68, ,10.0, ,1.8, ,153.9, ,19.2, 
75,Irvine,South Coast Valleys,5/19/2019,139,2.80, ,7.10, ,197, ,1.3, ,18.6, ,11.2, ,14.2, ,88, ,61, ,78, ,10.4, ,2.5,Y,213.1,Y,19.2, 
75,Irvine,South Coast Valleys,5/20/2019,140,4.92, ,0.10, ,317, ,1.2, ,19.7, ,11.6, ,15.3, ,89, ,49, ,70, ,9.7, ,2.1, ,180.1, ,19.1, 
75,Irvine,South Coast Valleys,5/21/2019,141,4.55, ,0.00, ,275, ,1.2, ,18.5, ,11.1, ,14.8, ,88, ,57, ,70, ,9.5, ,2.7,Y,233.1,Y,19.2, 
75,Irvine,South Coast Valleys,5/22/2019,142,3.86, ,4.10, ,248, ,1.1, ,18.8, ,11.6, ,14.5, ,82, ,45, ,68, ,8.7, ,2.4, ,204.2, ,18.9, 
75,Irvine,South Coast Valleys,5/23/2019,143,2.12, ,0.00, ,142, ,1.2, ,18.6, ,10.6, ,14.7, ,89, ,55, ,73, ,9.8, ,2.5,Y,216.4,Y,18.4, 
75,Irvine,South Coast Valleys,5/24/2019,144,5.68, ,0.50, ,357,R,1.2, ,22.0, ,9.3, ,15.4, ,91, ,47, ,69, ,9.7, ,1.7, ,148.5, ,18.5, 
75,Irvine,South Coast Valleys,5/25/2019,145,5.35, ,0.00, ,338, ,1.3, ,20.9, ,10.0, ,15.6, ,87, ,55, ,71, ,10.3, ,1.8, ,156.6, ,18.9, 
75,Irvine,South Coast Valleys,5/26/2019,146,1.01, ,2.50, ,88, ,1.3, ,15.6,Y,12.4, ,13.8, ,95, ,62, ,81, ,10.6, ,1.9, ,163.6, ,18.7, 
75,Irvine,South Coast Valleys,5/27/2019,147,5.62, ,0.00, ,360,R,1.1, ,19.4, ,10.4, ,14.3, ,92, ,48, ,66, ,8.2, ,1.9, ,161.8, ,18.6, 
75,Irvine,South Coast Valleys,5/28/2019,148,5.67, ,1.00, ,360,R,1.2, ,21.4, ,9.3, ,15.5, ,85, ,49, ,65, ,9.0, ,1.7, ,143.8, ,18.9, 
75,Irvine,South Coast Valleys,5/29/2019,149,5.88, ,0.00, ,360,R,1.4, ,23.8, ,11.0, ,17.5, ,89, ,50, ,69, ,11.8, ,1.7, ,148.9, ,19.4, 
75,Irvine,South Coast Valleys,5/30/2019,150,5.30, ,0.00, ,327, ,1.5, ,23.8, ,14.2, ,17.8, ,89, ,57, ,74, ,13.1, ,1.8, ,154.7, ,20.1, 
75,Irvine,South Coast Valleys,5/31/2019,151,4.71, ,0.00, ,288, ,1.5, ,22.7, ,14.6, ,17.2, ,86, ,60, ,76, ,12.8, ,2.0, ,172.8, ,20.6, 
75,Irvine,South Coast Valleys,6/1/2019,152,1.15, ,1.70, ,94, ,1.5, ,18.3, ,14.1, ,16.2, ,97, ,70, ,80, ,12.7, ,1.6, ,134.4, ,20.3, 
75,Irvine,South Coast Valleys,6/2/2019,153,1.25, ,0.30, ,102, ,1.5, ,18.5, ,14.2, ,16.1, ,94, ,69, ,81, ,12.9, ,1.5, ,129.4, ,19.9, 
75,Irvine,South Coast Valleys,6/3/2019,154,3.69, ,0.90, ,235, ,1.5, ,22.8, ,14.1, ,17.3, ,95, ,60, ,76, ,13.1, ,1.6, ,137.5, ,19.9, 
75,Irvine,South Coast Valleys,6/4/2019,155,3.98, ,0.00, ,254, ,1.6, ,22.4, ,15.6, ,17.8, ,87, ,66, ,79, ,14.1, ,1.6, ,137.1, ,20.4, 
75,Irvine,South Coast Valleys,6/5/2019,156,4.82, ,0.00, ,301, ,1.7, ,24.0, ,15.4, ,18.4, ,95, ,65, ,81, ,15.1, ,1.8, ,156.6, ,21.0, 
75,Irvine,South Coast Valleys,6/6/2019,157,5.09, ,0.00, ,309, ,1.7, ,23.7, ,15.6, ,18.5, ,94, ,67, ,81, ,15.2, ,2.2, ,187.8, ,21.6, 
75,Irvine,South Coast Valleys,6/7/2019,158,2.55, ,1.10, ,181, ,1.7, ,22.8, ,15.2, ,17.7, ,98, ,65, ,83, ,14.9, ,1.7, ,147.0, ,21.6, 
75,Irvine,South Coast Valleys,6/8/2019,159,5.09, ,0.00, ,306, ,1.6, ,25.7, ,14.7, ,18.9, ,92, ,56, ,75, ,14.4, ,1.8, ,158.9, ,21.6, 
75,Irvine,South Coast Valleys,6/9/2019,160,6.11, ,0.00, ,347, ,1.7, ,31.0,Y,14.6, ,20.7, ,94, ,42, ,71, ,15.3, ,1.8, ,156.9, ,22.0, 
75,Irvine,South Coast Valleys,6/10/2019,161,6.12,R,0.00, ,349, ,1.7, ,,S,13.9, ,23.7,R,95,H,30,H,,R,,I,1.6, ,140.7, ,22.4, 
75,Irvine,South Coast Valleys,6/11/2019,162,6.36, ,0.00, ,336, ,1.9, ,31.8,Y,16.0, ,23.1,Y,94, ,44, ,66,Y,16.4,Y,1.7, ,149.0, ,22.8, 
75,Irvine,South Coast Valleys,6/12/2019,163,6.14, ,0.00, ,355, ,1.9, ,28.0, ,15.5, ,20.8, ,96, ,56, ,76, ,16.3, ,1.8, ,154.8, ,23.1, 
75,Irvine,South Coast Valleys,6/13/2019,164,4.13, ,1.30, ,260, ,1.8, ,23.7, ,16.2, ,18.6, ,97, ,63, ,82, ,15.4, ,1.8, ,157.9, ,23.0, 
75,Irvine,South Coast Valleys,6/14/2019,165,3.32, ,0.00, ,206, ,1.6, ,22.6, ,16.5, ,18.2, ,85, ,61, ,74, ,13.5, ,2.0, ,170.8, ,22.6, 
75,Irvine,South Coast Valleys,6/15/2019,166,4.67, ,0.00, ,283, ,1.6, ,23.9, ,15.2, ,18.8, ,89, ,60, ,75, ,14.4, ,2.0, ,172.0, ,22.3, 
75,Irvine,South Coast Valleys,6/16/2019,167,1.31, ,0.40, ,104, ,1.7, ,21.4, ,16.2, ,18.2, ,97, ,73, ,84, ,15.4, ,1.4, ,120.7, ,22.3, 
75,Irvine,South Coast Valleys,6/17/2019,168,0.67, ,1.50, ,73, ,1.7, ,18.8, ,15.8, ,17.1, ,100, ,78, ,88, ,15.0, ,1.5, ,126.1, ,21.8, 
75,Irvine,South Coast Valleys,6/18/2019,169,2.06, ,0.00, ,151, ,1.6, ,21.3, ,14.4, ,17.4, ,95, ,67, ,82, ,14.2, ,1.4, ,122.2, ,21.5, 
75,Irvine,South Coast Valleys,6/19/2019,170,5.25, ,0.40, ,314, ,1.7, ,25.5, ,15.5, ,19.3, ,97, ,57, ,77, ,15.1, ,1.8, ,152.3, ,21.7, 
75,Irvine,South Coast Valleys,6/20/2019,171,0.86, ,0.20, ,76, ,1.7, ,20.2, ,15.7, ,17.8, ,95, ,72, ,82, ,14.6, ,1.7, ,150.2, ,21.8, 
75,Irvine,South Coast Valleys,6/21/2019,172,1.54, ,2.10, ,115, ,1.7, ,20.6, ,15.2, ,17.4, ,97, ,70, ,83, ,14.5, ,1.8, ,152.5, ,21.3, 
75,Irvine,South Coast Valleys,6/22/2019,173,3.64, ,0.00, ,227, ,1.6, ,23.8, ,14.5, ,18.7, ,92, ,62, ,75, ,14.2, ,1.6, ,141.8, ,21.2, 
75,Irvine,South Coast Valleys,6/23/2019,174,5.34, ,0.60, ,323, ,1.7, ,25.2, ,13.1, ,18.7, ,98, ,59, ,79, ,15.0, ,1.7, ,146.4, ,21.5, 
75,Irvine,South Coast Valleys,6/24/2019,175,4.75, ,0.00, ,295, ,1.7, ,24.2, ,16.9, ,19.1, ,90, ,64, ,79, ,15.3, ,1.8, ,152.2, ,22.1, 
75,Irvine,South Coast Valleys,6/25/2019,176,0.42, ,1.10, ,60, ,1.7, ,19.4,Y,15.7, ,16.8, ,99, ,78, ,90, ,15.1, ,1.5, ,126.5, ,21.9, 
75,Irvine,South Coast Valleys,6/26/2019,177,4.63, ,0.00, ,285, ,1.6, ,23.3, ,15.2, ,18.4, ,96, ,59, ,78, ,14.5, ,1.6, ,135.9, ,21.7, 
